DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
    -2.634    12.755  1018.300   793.100    54.237    44.543 0 0          197706                
        0.7388926154   0.06849       -0.0489142349   0.00340  0           197708                
NYALES20  WETTZELL  0442+389 2019 05 10 03 50  36.0000000000              197801                
    8436258.20703863   0.04508  -406222.6565881224   0.01338 0      I     197802                
   0.00008    .00000    .00000    .00000   4.312475395292941       0.1    197803                
  0.165   2.184  0.0053  0.0092  0.0037  0.0094     709002.592            197804
   0.08171   0.00052    .00000    .00000    .00000    .00000              197805                
    -2.634     8.100  1018.300   937.531    54.237    99.800 0 0          197806                
        1.0508877756   0.02640        0.0654218521   0.00398  0           197808                
URUMQI    WETTZELL  0442+389 2019 05 10 03 50  36.0000000000              197901                
   12636517.07877655   0.19279   182708.9819775766   0.02351 1      I     197902                
   0.00006    .00000    .00000    .00000   1.166060689075396       0.1    197903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            197904
   0.00000   0.00052    .00000    .00000    .00000    .00000              197905                
    12.755     8.100   793.100   937.531    44.543    99.800 0 0          197906                
        0.4000917695   0.07996       -0.0089222714   0.00275  0           197908                
ISHIOKA   KATH12M   0847-120 2019 05 10 03 50  44.0000000000              198001                
   -2390966.17723315   0.03901  -291552.2999750892   0.01670 1      I     198002                
   0.00011    .00000    .00000    .00000   1.749966081768267       0.1    198003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198004
   0.00000   0.00000    .00000    .00000    .00000    .00000              198005                
    25.900    27.105   998.600   998.670    32.728    21.723 0 0          198006                
       -0.3944345689   0.03558       -0.0257106210   0.00928  0           198008                
ISHIOKA   KOKEE     0847-120 2019 05 10 03 50  44.0000000000              198101                
  -13575100.05080557   0.03182   955519.4519140504   0.01352 1      I     198102                
   0.00014    .00000    .00000    .00000  -0.122638135434472       0.1    198103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198104
   0.00000   0.03071    .00000    .00000    .00000    .00000              198105                
    25.900    18.187   998.600   888.213    32.728    84.547 0 0          198106                
       -0.0646493761   0.01828       -0.0001534885   0.00389  0           198108                
ISHIOKA   WARK12M   0847-120 2019 05 10 03 50  44.0000000000              198201                
  -12955796.62928059   0.03381   468200.4511392957   0.01437 4      I     198202                
   0.00013    .00000    .00000    .00000  -5.689729685659637       0.1    198203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198204
   0.00000   0.00000    .00000    .00000    .00000    .00000              198205                
    25.900    20.340   998.600  1014.440    32.728    72.559 0 0          198206                
        0.0348265641   0.04709        5.1565689636   0.01292  0           198208                
KATH12M   KOKEE     0847-120 2019 05 10 03 50  44.0000000000              198301                
  -11184130.85150232   0.03816  1247072.1497628163   0.01311 0      I     198302                
   0.00010    .00000    .00000    .00000  -4.934281964513437       0.1    198303                
  2.227   0.406 -0.0044 -0.0006  0.0096 -0.0003       2360.079            198304
   0.00000   0.03071    .00000    .00000    .00000    .00000              198305                
    27.105    18.187   998.670   888.213    21.723    84.547 0 0          198306                
        0.3122675221   0.02703        0.0098141384   0.00524  0           198308                
KATH12M   WARK12M   0847-120 2019 05 10 03 50  44.0000000000              198401                
  -10564828.58450363   0.03644   759753.0012924729   0.01259 4      I     198402                
   0.00011    .00000    .00000    .00000  -1.585366081644557       0.1    198403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198404
   0.00000   0.00000    .00000    .00000    .00000    .00000              198405                
    27.105    20.340   998.670  1014.440    21.723    72.559 0 0          198406                
        3.2010711780   0.04431       -6.2859934711   0.00975  0           198408                
KOKEE     WARK12M   0847-120 2019 05 10 03 50  44.0000000000              198501                
     619296.77346596   0.03428  -487318.8739360646   0.01177 0      I     198502                
   0.00011    .00000    .00000    .00000  -1.671941320783343       0.1    198503                
  0.406   0.423 -0.0006  0.0019 -0.0003  0.0003    -187493.670            198504
   0.03071   0.00000    .00000    .00000    .00000    .00000              198505                
    18.187    20.340   888.213  1014.440    84.547    72.559 0 0          198506                
        0.3445717296   0.03601       -0.0546556387   0.00774  0           198508                
WETTZ13N  YEBES40M  0800+618 2019 05 10 03 51  50.0000000000              198601                
    2636409.02520342   0.03079   157003.1594269517   0.06497 0      I     198602                
   0.00032    .00000    .00000    .00000   4.693798518079283       0.1    198603                
  0.844   1.612 -0.0127  0.0424 -0.0001  0.0011     -28792.840            198604
   0.00000   0.00772    .00000    .00000    .00000    .00000              198605                
     8.100    13.700   937.507   910.000    99.800    88.000 0 0          198606                
        1.5296897235   0.01996        0.0023779334   0.02486  0           198608                
HART15M   YARRA12M  0131-522 2019 05 10 03 51  55.0000000000              198701                
   -7738546.18025414   0.07701  1062856.6581418572   0.15691 0      I     198702                
   0.00012    .00000    .00000    .00000  -1.062405932075659       0.1    198703                
  0.489   0.196  0.0017 -0.0004 -0.0026  0.0003    -347970.360            198704
   0.00000   0.00000    .00000    .00000    .00000    .00000              198705                
     5.085    21.514   868.415   997.593    86.085    23.900 0 0          198706                
       -0.1120828690   0.03387       -0.0176875891   0.02271  0           198708                
HART15M   ISHIOKA   2318+049 2019 05 10 03 58  47.0000000000              198801                
    9724204.79963957   0.01527  2021916.3793540571   0.01156 0      I     198802                
   0.00038    .00000    .00000    .00000   0.384893323254188       0.0    198803                
  0.382   1.022 -0.0004 -0.0026 -0.0010  0.0226     -12336.953            198804
   0.00000   0.00000    .00000    .00000    .00000    .00000              198805                
     4.900    25.916   868.616   998.584    85.884    32.533 0 0          198806                
        0.2825018533   0.00833       -0.0167014883   0.00302  0           198808                
HART15M   KATH12M   2318+049 2019 05 10 03 58  47.0000000000              198901                
    7857249.72540630   0.10455  2203376.1894175392   0.07919 2      I     198902                
   0.00006    .00000    .00000    .00000   2.921401695713715       0.2    198903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198904
   0.00000   0.00000    .00000    .00000    .00000    .00000              198905                
     4.900    27.226   868.616   998.561    85.884    21.801 0 0          198906                
       -1.8557989834   0.04304        1.2896673922   0.00794  0           198908                
HART15M   NYALES20  2318+049 2019 05 10 03 58  47.0000000000              199001                
   10018461.40503780   0.05739   573382.1530068585   0.04347 0      I     199002                
   0.00010    .00000    .00000    .00000   3.812241330886234       0.1    199003                
  0.382   0.440 -0.0004 -0.0278 -0.0010  0.0311    -732094.508            199004
   0.00000   0.02408    .00000    .00000    .00000    .00000              199005                
     4.900    -2.847   868.616  1018.352    85.884    56.935 0 0          199006                
        0.1994032651   0.02349        0.0002957733   0.00424  0           199008                
HART15M   URUMQI    2318+049 2019 05 10 03 58  47.0000000000              199101                
    -673176.72606843   0.01945  1264167.3555592056   0.00608 0      I     199102                
   0.00103    .00000    .00000    .00000  -0.935222746056317       0.0    199103                
  0.382   0.208 -0.0004  0.0019 -0.0010  0.0019     183008.351            199104
   0.00000   0.00000    .00000    .00000    .00000    .00000              199105                
     4.900    12.969   868.616   793.067    85.884    45.579 0 0          199106                
        0.7973983851   0.00867        0.0146636877   0.00177  0           199108                
HART15M   WETTZ13N  2318+049 2019 05 10 03 58  47.0000000000              199201                
    4310619.51823774   0.08675    27536.7181440132   0.06571 2      I     199202                
   0.00007    .00000    .00000    .00000   0.237707933235588       0.2    199203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            199204
   0.00000   0.00000    .00000    .00000    .00000    .00000              199205                
     4.900     8.100   868.616   937.607    85.884    99.800 0 0          199206                
       -3.2665112643   0.03536       -0.0137610201   0.00615  0           199208                
HART15M   WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              199301                
    4307976.61172727   0.03111    27551.3942842739   0.02553 0      I     199302                
   0.00020    .00000    .00000    .00000   4.497938998870495       0.1    199303                
  0.382   0.562 -0.0004 -0.0002 -0.0010  0.0001     -23093.542            199304
   0.00000  -0.00250    .00000    .00000    .00000    .00000              199305                
     4.900     8.084   868.616   937.600    85.884    99.800 0 0          199306                
        1.0239629058   0.01310       -0.0200587332   0.00302  0           199308                
HART15M   YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              199401                
    4318083.68543646   0.09913  1874389.3813252416   0.07509 2      I     199402                
   0.00006    .00000    .00000    .00000   3.969104448569101       0.2    199403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            199404
   0.00000   0.00000    .00000    .00000    .00000    .00000              199405                
     4.900    21.739   868.616   997.481    85.884    23.765 0 0          199406                
       -2.5250504012   0.04058       -0.1771416021   0.00716  0           199408                
HART15M   YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              199501                
    6883579.15114154   0.01921  -270307.7281833833   0.02639 0      I     199502                
   0.00041    .00000    .00000    .00000   2.444989074625549       0.0    199503                
  0.382   1.027 -0.0004 -0.0034 -0.0010 -0.0029     -40628.915            199504
   0.00000   0.00329    .00000    .00000    .00000    .00000              199505                
     4.900    13.700   868.616   910.000    85.884    88.000 0 0          199506                
        2.1109871483   0.00972        0.0243969503   0.00634  0           199508                
ISHIOKA   KATH12M   2318+049 2019 05 10 03 58  47.0000000000              199601                
   -1866982.90830047   0.07275   181475.8008325944   0.04431 0      I     199602                
   0.00007    .00000    .00000    .00000  -5.692434392062721       0.1    199603                
  1.022   2.074 -0.0026  0.0042  0.0226 -0.0090      19822.257            199604
   0.00000   0.00000    .00000    .00000    .00000    .00000              199605                
    25.916    27.226   998.584   998.561    32.533    21.801 0 0          199606                
       -0.1475822633   0.03140        0.0510618680   0.00590  0           199608                
ISHIOKA   NYALES20  2318+049 2019 05 10 03 58  47.0000000000              199701                
     294270.67433139   0.04479 -1448531.2405808859   0.02728 0      I     199702                
   0.00012    .00000    .00000    .00000   0.614312633650096       0.1    199703                
  1.022   0.440 -0.0026 -0.0278  0.0226  0.0311    -719757.555            199704
   0.00000   0.02408    .00000    .00000    .00000    .00000              199705                
    25.916    -2.847   998.584  1018.352    32.533    56.935 0 0          199706                
       -0.0721912589   0.01889        0.0394147312   0.00324  0           199708                
ISHIOKA   URUMQI    2318+049 2019 05 10 03 58  47.0000000000              199801                
  -10397374.30691241   0.02179  -757747.9949902670   0.00640 0      I     199802                
   0.00089    .00000    .00000    .00000   2.127351587724871       0.0    199803                
  1.022   0.208 -0.0026  0.0019  0.0226  0.0019     195345.304            199804
   0.00000   0.00000    .00000    .00000    .00000    .00000              199805                
    25.916    12.969   998.584   793.067    32.533    45.579 0 0          199806                
        0.5173270498   0.00989        0.0322782775   0.00206  0           199808                
ISHIOKA   WETTZ13N  2318+049 2019 05 10 03 58  47.0000000000              199901                
   -5413615.93929656   0.06098 -1994375.9536002146   0.03676 0      I     199902                
   0.00009    .00000    .00000    .00000  -3.642256552196439       0.1    199903                
  1.022   0.612 -0.0026  0.0031  0.0226  0.0013        501.182            199904
   0.00000   0.00000    .00000    .00000    .00000    .00000              199905                
    25.916     8.100   998.584   937.607    32.533    99.800 0 0          199906                
        0.3112324827   0.02602        0.0301569633   0.00462  0           199908                
ISHIOKA   WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              200001                
   -5416208.74528663   0.02789 -1994361.1740069578   0.02257 0      I     200002                
   0.00022    .00000    .00000    .00000  -5.852024320385720       0.0    200003                
  1.022   0.562 -0.0026 -0.0002  0.0226  0.0001     -10756.589            200004
   0.00000  -0.00250    .00000    .00000    .00000    .00000              200005                
    25.916     8.084   998.584   937.600    32.533    99.800 0 0          200006                
        0.7575413780   0.01271       -0.0023185291   0.00374  0           200008                
ISHIOKA   YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              200101                
   -5406166.40172748   0.10179  -147513.5466489989   0.06137 2      I     200102                
   0.00006    .00000    .00000    .00000  -2.883071350776422       0.2    200103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            200104
   0.00000   0.00000    .00000    .00000    .00000    .00000              200105                
    25.916    21.739   998.584   997.481    32.533    23.765 0 0          200106                
        0.8011874984   0.04216       -1.1850199975   0.00641  0           200108                
ISHIOKA   YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              200201                
   -2840603.28282858   0.01838 -2292219.4982265863   0.02468 0      I     200202                
   0.00042    .00000    .00000    .00000  -5.330397349258516       0.0    200203                
  1.022   1.027 -0.0026 -0.0034  0.0226 -0.0029     -28291.961            200204
   0.00000   0.00329    .00000    .00000    .00000    .00000              200205                
    25.916    13.700   998.584   910.000    32.533    88.000 0 0          200206                
        1.8319657036   0.01164        0.0399883345   0.00911  0           200208                
KATH12M   NYALES20  2318+049 2019 05 10 03 58  47.0000000000              200301                
    2161250.66387618   0.01506 -1630006.8992005235   0.00856 0      I     200302                
   0.00033    .00000    .00000    .00000  -0.288978278303953       0.0    200303                
  2.074   0.440  0.0042 -0.0278 -0.0090  0.0311    -739579.812            200304
   0.00000   0.02408    .00000    .00000    .00000    .00000              200305                
    27.226    -2.847   998.561  1018.352    21.801    56.935 0 0          200306                
        0.0538336947   0.01282        0.0085683371   0.00436  0           200308                
KATH12M   URUMQI    2318+049 2019 05 10 03 58  47.0000000000              200401                
   -8530393.26061062   0.05361  -939223.6384786759   0.01594 0      I     200402                
   0.00036    .00000    .00000    .00000  -3.700176577480136       0.0    200403                
  2.074   0.208  0.0042  0.0019 -0.0090  0.0019     175523.047            200404
   0.00000   0.00000    .00000    .00000    .00000    .00000              200405                
    27.226    12.969   998.561   793.067    21.801    45.579 0 0          200406                
        0.6652699604   0.02329        0.0006126046   0.00384  0           200408                
KATH12M   WETTZ13N  2318+049 2019 05 10 03 58  47.0000000000              200501                
   -3546637.04011713   0.02563 -2175851.2938129101   0.00761 0      I     200502                
   0.00014    .00000    .00000    .00000  -0.600977453702769       0.0    200503                
  2.074   0.612  0.0042  0.0031 -0.0090  0.0013     -19321.075            200504
   0.00000   0.00000    .00000    .00000    .00000    .00000              200505                
    27.226     8.100   998.561   937.607    21.801    99.800 0 0          200506                
        0.4378363210   0.01524        0.0196090086   0.00232  0           200508                
KATH12M   WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              200601                
   -3549229.81564220   0.01475 -2175836.6664418485   0.01210 0      I     200602                
   0.00041    .00000    .00000    .00000  -2.615285709478993       0.0    200603                
  2.074   0.562  0.0042 -0.0002 -0.0090  0.0001     -30578.846            200604
   0.00000  -0.00250    .00000    .00000    .00000    .00000              200605                
    27.226     8.084   998.561   937.600    21.801    99.800 0 0          200606                
        0.8593953532   0.01232       -0.0420538816   0.00603  0           200608                
KATH12M   YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              200701                
   -3539170.06612830   0.01328  -329005.2888595657   0.00394 0      I     200702                
   0.00027    .00000    .00000    .00000   2.709667339563074       0.0    200703                
  2.074   0.335  0.0042  0.0012 -0.0090  0.0049    -355454.483            200704
   0.00000   0.00000    .00000    .00000    .00000    .00000              200705                
    27.226    21.739   998.561   997.481    21.801    23.765 0 0          200706                
       -0.1398045911   0.01246        0.0105879593   0.00227  0           200708                
KATH12M   YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              200801                
    -973624.91368351   0.01395 -2473694.8205204434   0.01917 0      I     200802                
   0.00056    .00000    .00000    .00000   0.725995090281713       0.0    200803                
  2.074   1.027  0.0042 -0.0034 -0.0090 -0.0029     -48114.218            200804
   0.00000   0.00329    .00000    .00000    .00000    .00000              200805                
    27.226    13.700   998.561   910.000    21.801    88.000 0 0          200806                
        1.9424544280   0.01619       -0.0419639825   0.01541  0           200808                
NYALES20  URUMQI    2318+049 2019 05 10 03 58  47.0000000000              200901                
  -10691645.40551982   0.02093   690784.2301771705   0.00623 0      I     200902                
   0.00093    .00000    .00000    .00000  -5.444569195719085       0.0    200903                
  0.440   0.208 -0.0278  0.0019  0.0311  0.0019     915102.859            200904
   0.02408   0.00000    .00000    .00000    .00000    .00000              200905                
    -2.847    12.969  1018.352   793.067    56.935    45.579 0 0          200906                
        0.5999817828   0.00935        0.0067590518   0.00183  0           200908                
NYALES20  WETTZ13N  2318+049 2019 05 10 03 58  47.0000000000              201001                
   -5707886.39618933   0.01171  -545845.4591076997   0.00665 0      I     201002                
   0.00043    .00000    .00000    .00000  -3.027463417706665       0.0    201003                
  0.440   0.612 -0.0278  0.0031  0.0311  0.0013     720258.737            201004
   0.02408   0.00000    .00000    .00000    .00000    .00000              201005                
    -2.847     8.100  1018.352   937.607    56.935    99.800 0 0          201006                
        0.3924253981   0.00763       -0.0166608758   0.00235  0           201008                
NYALES20  WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              201101                
   -5710479.18983636   0.00479  -545830.7324667037   0.00393 0      I     201102                
   0.00126    .00000    .00000    .00000  -5.256109003282973       0.0    201103                
  0.440   0.562 -0.0278 -0.0002  0.0311  0.0001     709000.966            201104
   0.02408  -0.00250    .00000    .00000    .00000    .00000              201105                
    -2.847     8.084  1018.352   937.600    56.935    99.800 0 0          201106                
        0.8248191221   0.00484       -0.0103293511   0.00247  0           201108                
NYALES20  YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              201201                
   -5700423.74480570   0.01408  1301003.5449080383   0.00800 0      I     201202                
   0.00036    .00000    .00000    .00000  -3.745217289416101       0.0    201203                
  0.440   0.335 -0.0278  0.0012  0.0311  0.0049     384125.329            201204
   0.02408   0.00000    .00000    .00000    .00000    .00000              201205                
    -2.847    21.739  1018.352   997.481    56.935    23.765 0 0          201206                
       -0.2184959884   0.01207       -0.0001743531   0.00412  0           201208                
NYALES20  YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              201301                
   -3134873.60444682   0.00446  -843689.4844643438   0.00612 0      I     201302                
   0.00176    .00000    .00000    .00000  -3.661065127395123       0.0    201303                
  0.440   1.027 -0.0278 -0.0034  0.0311 -0.0029     691465.593            201304
   0.02408   0.00329    .00000    .00000    .00000    .00000              201305                
    -2.847    13.700  1018.352   910.000    56.935    88.000 0 0          201306                
        1.9062654489   0.00659        0.0277533161   0.00642  0           201308                
URUMQI    WETTZ13N  2318+049 2019 05 10 03 58  47.0000000000              201401                
    4983745.36117333   0.06291 -1236629.1125685857   0.01849 0      I     201402                
   0.00031    .00000    .00000    .00000   2.229324425338169       0.0    201403                
  0.208   0.612  0.0019  0.0031  0.0019  0.0013    -194844.122            201404
   0.00000   0.00000    .00000    .00000    .00000    .00000              201405                
    12.969     8.100   793.067   937.607    45.579    99.800 0 0          201406                
       -0.1776666433   0.02642       -0.0251337851   0.00292  0           201408                
URUMQI    WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              201501                
    4981152.74161167   0.02217 -1236614.4345776208   0.00741 0      I     201502                
   0.00093    .00000    .00000    .00000   0.035022128780493       0.0    201503                
  0.208   0.562  0.0019 -0.0002  0.0019  0.0001    -206101.893            201504
   0.00000  -0.00250    .00000    .00000    .00000    .00000              201505                
    12.969     8.084   793.067   937.600    45.579    99.800 0 0          201506                
        0.2680562090   0.00968       -0.0248105640   0.00185  0           201508                
URUMQI    YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              201601                
    4991228.37979747   0.04396   610218.7726253016   0.01292 0      I     201602                
   0.00044    .00000    .00000    .00000   0.174237214449893       0.0    201603                
  0.208   0.335  0.0019  0.0012  0.0019  0.0049    -530977.530            201604
   0.00000   0.00000    .00000    .00000    .00000    .00000              201605                
    12.969    21.739   793.067   997.481    45.579    23.765 0 0          201606                
       -0.8030383310   0.01950        0.0011394900   0.00363  0           201608                
URUMQI    YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              201701                
    7556754.98281039   0.02920 -1534473.1833425651   0.01618 0      I     201702                
   0.00092    .00000    .00000    .00000   3.384779474846488       0.0    201703                
  0.208   1.027  0.0019 -0.0034  0.0019 -0.0029    -223637.265            201704
   0.00000   0.00329    .00000    .00000    .00000    .00000              201705                
    12.969    13.700   793.067   910.000    45.579    88.000 0 0          201706                
        1.4153063621   0.01287       -0.0108387501   0.00471  0           201708                
WETTZ13N  WETTZELL  2318+049 2019 05 10 03 58  47.0000000000              201801                
      -2592.80504807   0.00971       14.7036209287   0.00786 0      I     201802                
   0.00062    .00000    .00000    .00000  -2.204536254543930       0.0    201803                
  0.612   0.562  0.0031 -0.0002  0.0013  0.0001     -11257.771            201804
   0.00000  -0.00250    .00000    .00000    .00000    .00000              201805                
     8.100     8.084   937.607   937.600    99.800    99.800 0 0          201806                
        0.4560569664   0.00776        0.0067097745   0.00333  0           201808                
WETTZ13N  YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              201901                
       7473.51790330   0.02242  1846850.0797603452   0.00662 0      I     201902                
   0.00016    .00000    .00000    .00000   1.698321129803068       0.0    201903                
  0.612   0.335  0.0031  0.0012  0.0013  0.0049    -336133.408            201904
   0.00000   0.00000    .00000    .00000    .00000    .00000              201905                
     8.100    21.739   937.607   997.481    99.800    23.765 0 0          201906                
       -0.5900810652   0.01501       -0.0167531705   0.00244  0           201908                
WETTZ13N  YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              202001                
    2573011.03624940   0.00900  -297844.3535881303   0.01209 0      I     202002                
   0.00087    .00000    .00000    .00000   2.972810292132168       0.0    202003                
  0.612   1.027  0.0031 -0.0034  0.0013 -0.0029     -28793.144            202004
   0.00000   0.00329    .00000    .00000    .00000    .00000              202005                
     8.100    13.700   937.607   910.000    99.800    88.000 0 0          202006                
        1.5093666656   0.00903        0.0156790800   0.00822  0           202008                
WETTZELL  YARRA12M  2318+049 2019 05 10 03 58  47.0000000000              202101                
      10066.32582630   0.01270  1846835.4227278070   0.01027 0      I     202102                
   0.00048    .00000    .00000    .00000  -2.430543023608523       0.0    202103                
  0.562   0.335 -0.0002  0.0012  0.0001  0.0049    -324875.637            202104
  -0.00250   0.00000    .00000    .00000    .00000    .00000              202105                
     8.084    21.739   937.600   997.481    99.800    23.765 0 0          202106                
       -1.0312711007   0.01126        0.0304443299   0.00551  0           202108                
WETTZELL  YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              202201                
    2575603.83577651   0.00313  -297859.0508613844   0.00420 0      I     202202                
   0.00249    .00000    .00000    .00000  -1.045160299541714       0.0    202203                
  0.562   1.027 -0.0002 -0.0034  0.0001 -0.0029     -17535.372            202204
  -0.00250   0.00329    .00000    .00000    .00000    .00000              202205                
     8.084    13.700   937.600   910.000    99.800    88.000 0 0          202206                
        1.0821926333   0.00496        0.0059598482   0.00475  0           202208                
YARRA12M  YEBES40M  2318+049 2019 05 10 03 58  47.0000000000              202301                
    2565537.53036529   0.01303 -2144690.5073169600   0.01750 0      I     202302                
   0.00060    .00000    .00000    .00000   0.917062916899176       0.0    202303                
  0.335   1.027  0.0012 -0.0034  0.0049 -0.0029     307340.264            202304
   0.00000   0.00329    .00000    .00000    .00000    .00000              202305                
    21.739    13.700   997.481   910.000    23.765    88.000 0 0          202306                
        2.0761461432   0.01420       -0.0289042969   0.01310  0           202308                
FORTLEZA  HART15M   3C418    2019 05 10 04 03  10.0000000000              202401                
     891684.80137988   0.03667   931004.6735674632   0.07472 0      I     202402                
   0.00026    .00000    .00000    .00000   1.817555112863660       0.1    202403                
  4.266   1.196  0.1173 -0.0052 -0.0152  0.0008      13020.131            202404
   0.01284   0.00000    .00000    .00000    .00000    .00000              202405                
    27.100     4.900  1005.983   868.700    94.100    85.800 0 0          202406                
        0.1606671149   0.02035       -0.0463576556   0.02013  0           202408                
FORTLEZA  ISHIOKA   3C418    2019 05 10 04 03  10.0000000000              202501                
     970132.78423725   0.04987  1519502.6925401436   0.09822 4      I     202502                
   0.00019    .00000    .00000    .00000   4.347771600800306       0.1    202503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            202504
   0.01284   0.00000    .00000    .00000    .00000    .00000              202505                
    27.100    26.051  1005.983   998.500    94.100    32.717 0 0          202506                
        0.3859230226   0.04180        0.0143228367   0.04915  0           202508                
FORTLEZA  NYALES20  3C418    2019 05 10 04 03  10.0000000000              202601                
  -13405601.77589987   0.02305   803935.6274417589   0.04696 0      I     202602                
   0.00042    .00000    .00000    .00000   0.156681390227982       0.0    202603                
  4.266   0.115  0.1173 -0.0012 -0.0152  0.0002    -719073.577            202604
   0.01284   0.01541    .00000    .00000    .00000    .00000              202605                
    27.100    -2.912  1005.983  1018.400    94.100    56.785 0 0          202606                
        0.1018592925   0.01677       -0.0011357434   0.01949  0           202608                
FORTLEZA  URUMQI    3C418    2019 05 10 04 03  10.0000000000              202701                
   -9729107.38010956   0.08928  1476968.4259688682   0.07508 0      I     202702                
   0.00037    .00000    .00000    .00000  -2.151253458508333       0.1    202703                
  4.266   0.198  0.1173 -0.0012 -0.0152  0.0025     196030.070            202704
   0.01284   0.00000    .00000    .00000    .00000    .00000              202705                
    27.100    12.300  1005.983   792.900    94.100    42.647 0 0          202706                
        0.9001254789   0.04266        0.0359242105   0.03028  0           202708                
FORTLEZA  WETTZELL  3C418    2019 05 10 04 03  10.0000000000              202801                
  -15570774.02018205   0.01998   741254.9130334329   0.03935 0      I     202802                
   0.00048    .00000    .00000    .00000  -0.608176777077580       0.0    202803                
  4.266   0.279  0.1173  0.0000 -0.0152 -0.0000     -10073.482            202804
   0.01284   0.00281    .00000    .00000    .00000    .00000              202805                
    27.100     8.000  1005.983   937.600    94.100    99.800 0 0          202806                
        1.0368088331   0.01265       -0.0232905463   0.01331  0           202808                
FORTLEZA  YEBES40M  3C418    2019 05 10 04 03  10.0000000000              202901                
  -14402255.85759487   0.04608   529822.9727287887   0.09724 1      I     202902                
   0.00021    .00000    .00000    .00000  -3.305700102069893       0.1    202903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            202904
   0.01284   0.00464    .00000    .00000    .00000    .00000              202905                
    27.100    13.700  1005.983   910.000    94.100    88.000 0 0          202906                
        2.1610950423   0.02029        0.0140266750   0.01521  0           202908                
HART15M   ISHIOKA   3C418    2019 05 10 04 03  10.0000000000              203001                
      78447.43317980   0.01749   588497.5291860534   0.03564 0      I     203002                
   0.00055    .00000    .00000    .00000   2.973836408100176       0.0    203003                
  1.196   1.133 -0.0052  0.0471  0.0008  0.0155     -12336.987            203004
   0.00000   0.00000    .00000    .00000    .00000    .00000              203005                
     4.900    26.051   868.700   998.500    85.800    32.717 0 0          203006                
        0.1583370896   0.01417       -0.0342920310   0.01708  0           203008                
HART15M   NYALES20  3C418    2019 05 10 04 03  10.0000000000              203101                
  -14297286.56217550   0.00832  -127068.8875624697   0.01694 0      I     203102                
   0.00115    .00000    .00000    .00000  -2.018195538861358       0.0    203103                
  1.196   0.115 -0.0052 -0.0012  0.0008  0.0002    -732093.708            203104
   0.00000   0.01541    .00000    .00000    .00000    .00000              203105                
     4.900    -2.912   868.700  1018.400    85.800    56.785 0 0          203106                
       -0.0839733663   0.00774       -0.0061487243   0.00964  0           203108                
HART15M   URUMQI    3C418    2019 05 10 04 03  10.0000000000              203201                
  -10620792.70916507   0.01766   545963.2851646601   0.01485 0      I     203202                
   0.00185    .00000    .00000    .00000  -3.402018915530898       0.0    203203                
  1.196   0.198 -0.0052 -0.0012  0.0008  0.0025     183009.938            203204
   0.00000   0.00000    .00000    .00000    .00000    .00000              203205                
     4.900    12.300   868.700   792.900    85.800    42.647 0 0          203206                
        0.7304671241   0.00854        0.0267784277   0.00624  0           203208                
HART15M   WETTZELL  3C418    2019 05 10 04 03  10.0000000000              203301                
  -16462458.73537911   0.00967  -189749.6878610211   0.01970 0      I     203302                
   0.00099    .00000    .00000    .00000   0.462334485775735       0.0    203303                
  1.196   0.279 -0.0052  0.0000  0.0008 -0.0000     -23093.614            203304
   0.00000   0.00281    .00000    .00000    .00000    .00000              203305                
     4.900     8.000   868.700   937.600    85.800    99.800 0 0          203306                
        0.8854033592   0.00558        0.0142021336   0.00570  0           203308                
HART15M   YEBES40M  3C418    2019 05 10 04 03  10.0000000000              203401                
  -15293940.28879144   0.00770  -401181.1763808796   0.01685 0      I     203402                
   0.00129    .00000    .00000    .00000  -2.333475595565097       0.0    203403                
