DATA IN NGS FORMAT FROM DATABASE 19MAY16XE_V005                                                 
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            134304
    .00000    .00000    .00000    .00000    .00000    .00000              134305                
    23.658    13.923  1006.600  1019.089    54.878    44.721 0 0          134306                
         .0000000000    .00000         .0000000000    .00000  0           134308                
ISHIOKA   KOKEE     4C39.25  2019 05 17 05 10  14.0000000000              134401                
   -3574869.07384440    .00908   945733.0874295101    .01789 0      I     134402                
    .00104    .00000    .00000    .00000  -1.594815376666321        0.    134403                
  0.392   0.246  0.0018  0.0001 -0.0020  0.0002       5348.575            134404
    .00000   -.00813    .00000    .00000    .00000    .00000              134405                
    23.658    15.681  1006.600   890.900    54.878    88.538 0 0          134406                
         .3405426321    .00182        -.0093533562    .00261  0           134408                
KATH12M   KOKEE     4C39.25  2019 05 17 05 10  14.0000000000              134501                
  -14829993.41750663    .01750  1191222.3135420100    .03447 0      I     134502                
    .00054    .00000    .00000    .00000   -.019961189237876        0.    134503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            134504
    .00000   -.00813    .00000    .00000    .00000    .00000              134505                
    32.680    15.681   994.400   890.900    43.498    88.538 0 0          134506                
       -3.7252225847    .00350        -.1377578709    .00503  0           134508                
KOKEE     SVETLOE   4C39.25  2019 05 17 05 10  14.0000000000              134601                
   16372244.92418931    .00671  -405356.8606359642    .01321 0      I     134602                
    .00141    .00000    .00000    .00000   6.116594993615206        0.    134603                
  0.246   1.438  0.0001  0.0507  0.0002  0.0001     208662.077            134604
   -.00813    .00000    .00000    .00000    .00000    .00000              134605                
    15.681    13.923   890.900  1019.089    88.538    44.721 0 0          134606                
        -.6233647920    .00146         .0059470669    .00207  0           134608                
KATH12M   YARRA12M  1104-445 2019 05 17 05 12  43.0000000000              134701                
     509568.13163147    .01689   104508.0480350060    .02321 0      I     134702                
    .00047    .00000    .00000    .00000   2.908399876955839        0.    134703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            134704
    .00000    .00000    .00000    .00000    .00000    .00000              134705                
    32.735    15.423   994.378   990.677    43.428    42.715 0 0          134706                
        4.1269173876    .01718        -.0456815854    .01591  0           134708                
HART15M   ISHIOKA   2309+454 2019 05 17 05 15    .0000000000              134801                
     836400.98955835    .04128   962349.4147187395    .01983 0      I     134802                
    .00011    .00000    .00000    .00000   5.613662880708140        0.    134803                
  0.745   1.106 -0.0161  0.0468  0.0019  0.0183      -3048.256            134804
    .00000    .00000    .00000    .00000    .00000    .00000              134805                
     6.100    23.272   867.200  1006.600    85.800    53.066 0 0          134806                
       -4.0011784774    .00856        -.0055208163    .00299  0           134808                
ISHIOKA   SVETLOE   2309+454 2019 05 17 05 15    .0000000000              134901                
  -14519149.06338710    .02044  -888425.3794686118    .02416 0      I     134902                
    .00036    .00000    .00000    .00000  -5.716719758043154        0.    134903                
  1.106   0.285  0.0468 -0.0005  0.0183  0.0000     214010.643            134904
    .00000    .00000    .00000    .00000    .00000    .00000              134905                
    23.272    14.068  1006.600  1019.016    53.066    44.004 0 0          134906                
        -.5694507890    .00771         .0028276234    .00627  0           134908                
HART15M   SVETLOE   2309+454 2019 05 17 05 15    .0000000000              135001                
  -13682748.85484378    .01876    73923.1713319920    .02262 0      I     135002                
    .00039    .00000    .00000    .00000  -3.713648444170411        0.    135003                
  0.745   0.285 -0.0161 -0.0005  0.0019  0.0000     210962.388            135004
    .00000    .00000    .00000    .00000    .00000    .00000              135005                
     6.100    14.068   867.200  1019.016    85.800    44.004 0 0          135006                
       -4.5747746211    .00604         .0019783435    .00506  0           135008                
FORTLEZA  YEBES40M  2309+454 2019 05 17 05 15    .0000000000              135101                
  -15535344.98987478    .02209   527270.9745023105    .01053 0      I     135102                
    .00021    .00000    .00000    .00000  -5.229188705720016        0.    135103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            135104
    .02881    .01561    .00000    .00000    .00000    .00000              135105                
    25.600     8.100  1007.600   902.916    87.200    66.000 0 0          135106                
       -1.6744045912    .01220        -.0264314767    .00431  0           135108                
SVETLOE   WETTZELL  2309+454 2019 05 17 05 15    .0000000000              135201                
    -205367.77135681    .00723  -217902.2600968674    .00871 0      I     135202                
    .00102    .00000    .00000    .00000   -.850708061231952        0.    135203                
  0.285   0.274 -0.0005 -0.0000  0.0000  0.0001    -216722.353            135204
    .00000    .01750    .00000    .00000    .00000    .00000              135205                
    14.068     7.247  1019.016   939.000    44.004    99.800 0 0          135206                
        1.5199898197    .00506        -.0001090234    .00412  0           135208                
WETTZELL  YEBES40M  2309+454 2019 05 17 05 15    .0000000000              135301                
    1725999.87012333    .00423  -240850.6691498550    .00272 0      I     135302                
    .00127    .00000    .00000    .00000   2.474529656385035        0.    135303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            135304
    .01750    .01561    .00000    .00000    .00000    .00000              135305                
     7.247     8.100   939.000   902.916    99.800    66.000 0 0          135306                
        1.1247381373    .00574        -.0039093638    .00271  0           135308                
MATERA    WETTZELL  2309+454 2019 05 17 05 15    .0000000000              135401                
      95408.29887021    .01774    -9413.3692263415    .01080 0      I     135402                
    .00034    .00000    .00000    .00000   5.336863504385228        0.    135403                
  0.293   0.274 -0.0001 -0.0000 -0.0001  0.0001       1608.738            135404
   -.11141    .01750    .00000    .00000    .00000    .00000              135405                
    10.100     7.247   954.808   939.000    99.092    99.800 0 0          135406                
       -3.3648303311    .01118        -.0088295494    .00403  0           135408                
MATERA    SVETLOE   2309+454 2019 05 17 05 15    .0000000000              135501                
     300776.09317246    .01925   208488.9325477993    .02157 0      I     135502                
    .00042    .00000    .00000    .00000    .801336716468382        0.    135503                
  0.293   0.285 -0.0001 -0.0005 -0.0001  0.0000     218331.090            135504
   -.11141    .00000    .00000    .00000    .00000    .00000              135505                
    10.100    14.068   954.808  1019.016    99.092    44.004 0 0          135506                
       -4.8743492703    .01093        -.0114126010    .00727  0           135508                
MATERA    YEBES40M  2309+454 2019 05 17 05 15    .0000000000              135601                
    1821408.13986383    .00951  -250264.0688986208    .00430 0      I     135602                
    .00054    .00000    .00000    .00000    .386564157232590        0.    135603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            135604
   -.11141    .01561    .00000    .00000    .00000    .00000              135605                
    10.100     8.100   954.808   902.916    99.092    66.000 0 0          135606                
       -2.2546644555    .01216        -.0058714244    .00349  0           135608                
SVETLOE   YEBES40M  2309+454 2019 05 17 05 15    .0000000000              135701                
    1520632.08245834    .00461  -458752.8997004267    .00545 0      I     135702                
    .00158    .00000    .00000    .00000   1.444954375279546        0.    135703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            135704
    .00000    .01561    .00000    .00000    .00000    .00000              135705                
    14.068     8.100  1019.016   902.916    44.004    66.000 0 0          135706                
        2.6435847420    .00541        -.0025848608    .00470  0           135708                
HART15M   MATERA    2309+454 2019 05 17 05 15    .0000000000              135801                
  -13983522.01440080    .04099  -134565.9898410533    .01867 0      I     135802                
    .00013    .00000    .00000    .00000  -5.000221300471582        0.    135803                
  0.745   0.293 -0.0161 -0.0001  0.0019 -0.0001      -7368.703            135804
    .00000   -.11141    .00000    .00000    .00000    .00000              135805                
     6.100    10.100   867.200   954.808    85.800    99.092 0 0          135806                
         .3568375287    .01269        -.0043672336    .00357  0           135808                
FORTLEZA  MATERA    2309+454 2019 05 17 05 15    .0000000000              135901                
  -17356757.43942327    .07127   777534.8853420867    .02182 0      I     135902                
    .00006    .00000    .00000    .00000    .593867878856694        0.    135903                
  6.612   0.293  0.0167 -0.0001 -0.0531 -0.0001      -4018.597            135904
    .02881   -.11141    .00000    .00000    .00000    .00000              135905                
    25.600    10.100  1007.600   954.808    87.200    99.092 0 0          135906                
         .5514330150    .01985        -.0066159319    .00380  0           135908                
FORTLEZA  ISHIOKA   2309+454 2019 05 17 05 15    .0000000000              136001                
   -2536855.49708519    .09543  1874426.4071560010    .03259 2      I     136002                
    .00005    .00000    .00000    .00000  -4.941252522350611        0.    136003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            136004
    .02881    .00000    .00000    .00000    .00000    .00000              136005                
    25.600    23.272  1007.600  1006.600    87.200    53.066 0 0          136006                
       -2.3566940709    .01734        1.8605322432    .00439  0           136008                
ISHIOKA   MATERA    2309+454 2019 05 17 05 15    .0000000000              136101                
  -14819922.11341476    .04871 -1096914.2914782820    .01578 0      I     136102                
    .00009    .00000    .00000    .00000  -4.491084554856849        0.    136103                
  1.106   0.293  0.0468 -0.0001  0.0183 -0.0001      -4320.447            136104
    .00000   -.11141    .00000    .00000    .00000    .00000              136105                
    23.272    10.100  1006.600   954.808    53.066    99.092 0 0          136106                
        4.2794021641    .01380         .0129981564    .00279  0           136108                
FORTLEZA  SVETLOE   2309+454 2019 05 17 05 15    .0000000000              136201                
  -17055985.01256049    .04230   986024.7004936070    .04998 0      I     136202                
    .00017    .00000    .00000    .00000  -3.663952260332879        0.    136203                
  6.612   0.285  0.0167 -0.0005 -0.0531  0.0000     214312.493            136204
    .02881    .00000    .00000    .00000    .00000    .00000              136205                
    25.600    14.068  1007.600  1019.016    87.200    44.004 0 0          136206                
       -4.3312323723    .01395        -.0164880263    .01143  0           136208                
ISHIOKA   YEBES40M  2309+454 2019 05 17 05 15    .0000000000              136301                
  -12998510.23039231    .01402 -1347178.0941377730    .00668 0      I     136302                
    .00033    .00000    .00000    .00000  -1.093601069241384        0.    136303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            136304
    .00000    .01561    .00000    .00000    .00000    .00000              136305                
    23.272     8.100  1006.600   902.916    53.066    66.000 0 0          136306                
        2.0449310963    .00807         .0007831433    .00285  0           136308                
ISHIOKA   WETTZELL  2309+454 2019 05 17 05 15    .0000000000              136401                
  -14724513.63118376    .02039 -1106327.7759496780    .01310 0      I     136402                
    .00026    .00000    .00000    .00000  -4.218580591056126        0.    136403                
  1.106   0.274  0.0468 -0.0000  0.0183  0.0001      -2711.709            136404
    .00000    .01750    .00000    .00000    .00000    .00000              136405                
    23.272     7.247  1006.600   939.000    53.066    99.800 0 0          136406                
         .9508369383    .00820         .0039485825    .00362  0           136408                
FORTLEZA  WETTZELL  2309+454 2019 05 17 05 15    .0000000000              136501                
  -17261348.98079887    .04756   768121.7797796307    .03055 0      I     136502                
    .00011    .00000    .00000    .00000   1.558945526260153        0.    136503                
  6.612   0.274  0.0167 -0.0000 -0.0531  0.0001      -2409.859            136504
    .02881    .01750    .00000    .00000    .00000    .00000              136505                
    25.600     7.247  1007.600   939.000    87.200    99.800 0 0          136506                
       -2.8084784018    .01408        -.0208999418    .00632  0           136508                
FORTLEZA  HART15M   2309+454 2019 05 17 05 15    .0000000000              136601                
   -3373236.26178637    .10457   912123.1784776677    .05023 2      I     136602                
    .00006    .00000    .00000    .00000  -3.118042852702440        0.    136603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            136604
    .02881    .00000    .00000    .00000    .00000    .00000              136605                
    25.600     6.100  1007.600   867.200    87.200    85.800 0 0          136606                
         .2673713790    .01629       -1.6846718808    .00599  0           136608                
HART15M   YEBES40M  2309+454 2019 05 17 05 15    .0000000000              136701                
  -12162110.37912239    .01220  -384829.9075032173    .00586 0      I     136702                
    .00038    .00000    .00000    .00000  -3.536978864828408        0.    136703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            136704
    .00000    .01561    .00000    .00000    .00000    .00000              136705                
     6.100     8.100   867.200   902.916    85.800    66.000 0 0          136706                
       -1.9219233305    .00640        -.0118049642    .00228  0           136708                
HART15M   WETTZELL  2309+454 2019 05 17 05 15    .0000000000              136801                
  -13888113.58433078    .01933  -143979.2839802313    .01242 0      I     136802                
    .00028    .00000    .00000    .00000  -5.274953531156374        0.    136803                
  0.745   0.274 -0.0161 -0.0000  0.0019  0.0001      -5759.965            136804
    .00000    .01750    .00000    .00000    .00000    .00000              136805                
     6.100     7.247   867.200   939.000    85.800    99.800 0 0          136806                
       -3.0628390357    .00631        -.0022333950    .00281  0           136808                
KATH12M   YARRA12M  0748+126 2019 05 17 05 15  28.0000000000              136901                
    6208603.56584952    .02155  -217348.5165434902    .03351 0      I     136902                
    .00039    .00000    .00000    .00000   2.573902050351924        0.    136903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            136904
    .00000    .00000    .00000    .00000    .00000    .00000              136905                
    33.256    15.558   994.300   990.581    41.744    43.677 0 0          136906                
        4.2541231366    .01676         .0326918831    .01760  0           136908                
KATH12M   KOKEE     0748+126 2019 05 17 05 15  28.0000000000              137001                
   -1455725.51672412    .09731  1607384.7723712880    .15130 2      I     137002                
    .00009    .00000    .00000    .00000   1.554275673288699        0.    137003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137004
    .00000   -.00941    .00000    .00000    .00000    .00000              137005                
    33.256    15.492   994.300   890.900    41.744    88.947 0 0          137006                
       -4.3999739149    .01958         .8014647114    .02223  0           137008                
KOKEE     YARRA12M  0748+126 2019 05 17 05 15  28.0000000000              137101                
    7664355.88826521    .09560 -1824729.6488668970    .08826 2      I     137102                
    .00007    .00000    .00000    .00000    .540452557267352        0.    137103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137104
   -.00941    .00000    .00000    .00000    .00000    .00000              137105                
    15.492    15.558   890.900   990.581    88.947    43.677 0 0          137106                
        6.3575139288    .01466        -.7747202641    .01040  0           137108                
KATH12M   YARRA12M  0420-014 2019 05 17 05 19  48.0000000000              137201                
     608134.99294675    .00697  -439036.0780054565    .00358 0      I     137202                
    .00069    .00000    .00000    .00000   4.187665019225833        0.    137203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137204
    .00000    .00000    .00000    .00000    .00000    .00000              137205                
    33.387    15.750   994.300   990.525    41.651    34.121 0 0          137206                
        4.1308270098    .01773         .0056192951    .00612  0           137208                
HART15M   SVETLOE   2209+236 2019 05 17 05 19  52.0000000000              137301                
   -3179689.14267386    .01932   -65337.4381530852    .03936 0      I     137302                
    .00050    .00000    .00000    .00000  -2.112123366295689        0.    137303                
  0.355   0.353 -0.0032 -0.0018 -0.0007 -0.0001     210962.371            137304
    .00000    .00000    .00000    .00000    .00000    .00000              137305                
     6.130    13.900   867.200  1019.100    85.800    43.548 0 0          137306                
       -4.4723187982    .02121         .0787340062    .02910  0           137308                
SVETLOE   WETTZELL  2209+236 2019 05 17 05 19  52.0000000000              137401                
   -2496826.15431734    .01053  -228390.7334152445    .02145 8      I     137402                
    .00091    .00000    .00000    .00000  -5.404541351902976        0.    137403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137404
    .00000    .01627    .00000    .00000    .00000    .00000              137405                
    13.900     7.531  1019.100   938.984    43.548    99.800 0 0          137406                
         .0000000000    .00000         .0000000000    .00000  0           137408                
WETTZELL  YEBES40M  2209+236 2019 05 17 05 19  52.0000000000              137501                
    -152096.49213068    .00853  -306131.8215392610    .01867 0      I     137502                
    .00116    .00000    .00000    .00000  -4.427378545788845        0.    137503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137504
    .01627    .00587    .00000    .00000    .00000    .00000              137505                
     7.531     8.100   938.984   903.000    99.800    66.161 0 0          137506                
        1.1120052640    .00914        -.0023615768    .01473  0           137508                
SVETLOE   YEBES40M  2209+236 2019 05 17 05 19  52.0000000000              137601                
   -2648921.91986887    .00751  -534522.5274332186    .01584 0      I     137602                
    .00131    .00000    .00000    .00000  -5.696309824081004        0.    137603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137604
    .00000    .00587    .00000    .00000    .00000    .00000              137605                
    13.900     8.100  1019.100   903.000    43.548    66.161 0 0          137606                
        2.6006689080    .00953        -.0139990822    .01480  0           137608                
HART15M   YEBES40M  2209+236 2019 05 17 05 19  52.0000000000              137701                
   -5828609.26812342    .01227  -599859.9723224634    .02685 0      I     137702                
    .00081    .00000    .00000    .00000    .523683896884640        0.    137703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137704
    .00000    .00587    .00000    .00000    .00000    .00000              137705                
     6.130     8.100   867.200   903.000    85.800    66.161 0 0          137706                
       -1.8047568403    .01509        -.0416239794    .02431  0           137708                
HART15M   WETTZELL  2209+236 2019 05 17 05 19  52.0000000000              137801                
   -5676514.53572680    .02215  -293728.2313983241    .04514 0      I     137802                
    .00043    .00000    .00000    .00000  -5.487602683141457        0.    137803                
  0.355   0.287 -0.0032 -0.0002 -0.0007  0.0000      -5759.985            137804
    .00000    .01627    .00000    .00000    .00000    .00000              137805                
     6.130     7.531   867.200   938.984    85.800    99.800 0 0          137806                
       -2.9437177836    .01791        -.0595271660    .02463  0           137808                
HART15M   SVETLOE   2059+034 2019 05 17 05 23   9.0000000000              137901                
    6247519.96063677    .00627  -265973.4219978415    .00926 0      I     137902                
    .00130    .00000    .00000    .00000   3.781373429639452        0.    137903                
  0.300   0.558 -0.0013 -0.0064 -0.0016 -0.0007     210962.358            137904
    .00000    .00000    .00000    .00000    .00000    .00000              137905                
     6.355    13.900   867.208  1019.100    85.800    43.773 0 0          137906                
       -4.3703887186    .02518        -.0130570346    .02498  0           137908                
SVETLOE   WETTZELL  2059+034 2019 05 17 05 23   9.0000000000              138001                
   -4526419.03607202    .00358  -154447.3573067979    .00516 8      I     138002                
    .00225    .00000    .00000    .00000  -6.275696498194284        0.    138003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138004
    .00000    .01690    .00000    .00000    .00000    .00000              138005                
    13.900     7.741  1019.100   938.914    43.773    99.800 0 0          138006                
         .0000000000    .00000         .0000000000    .00000  0           138008                
WETTZELL  YEBES40M  2059+034 2019 05 17 05 23   9.0000000000              138101                
   -2412715.66082095    .00223  -290393.9278024391    .00173 0      I     138102                
    .00265    .00000    .00000    .00000  -5.404637225702219        0.    138103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138104
    .01690    .00513    .00000    .00000    .00000    .00000              138105                
     7.741     8.086   938.914   903.027    99.800    66.863 0 0          138106                
        1.0792311830    .00739         .0074859416    .00422  0           138108                
MATERA    WETTZELL  2059+034 2019 05 17 05 23   9.0000000000              138201                
    1746795.89365052    .00847  -111378.8725258538    .00625 0      I     138202                
    .00078    .00000    .00000    .00000   2.391214792210778        0.    138203                
  0.369   0.380  0.0011 -0.0005  0.0003 -0.0001       1608.848            138204
   -.11088    .01690    .00000    .00000    .00000    .00000              138205                
    10.121     7.741   954.900   938.914    99.000    99.800 0 0          138206                
       -3.3444842979    .01674         .0092561454    .00721  0           138208                
MATERA    SVETLOE   2059+034 2019 05 17 05 23   9.0000000000              138301                
    6273215.86064857    .00906    43068.3369620767    .01238 0      I     138302                
    .00099    .00000    .00000    .00000    .419472339479995        0.    138303                
  0.369   0.558  0.0011 -0.0064  0.0003 -0.0007     218331.204            138304
   -.11088    .00000    .00000    .00000    .00000    .00000              138305                
    10.121    13.900   954.900  1019.100    99.000    43.773 0 0          138306                
       -4.8608886617    .03877         .0136883541    .03092  0           138308                
MATERA    YEBES40M  2059+034 2019 05 17 05 23   9.0000000000              138401                
    -665920.26752544    .00443  -401772.7641896210    .00239 0      I     138402                
    .00127    .00000    .00000    .00000  -4.025792495532527        0.    138403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138404
   -.11088    .00513    .00000    .00000    .00000    .00000              138405                
    10.121     8.086   954.900   903.027    99.000    66.863 0 0          138406                
       -2.2995133378    .01586         .0013870498    .00541  0           138408                
SVETLOE   YEBES40M  2059+034 2019 05 17 05 23   9.0000000000              138501                
   -6939133.44706354    .00231  -444841.3008302701    .00333 0      I     138502                
    .00349    .00000    .00000    .00000  -3.673346827394242        0.    138503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138504
    .00000    .00513    .00000    .00000    .00000    .00000              138505                
    13.900     8.086  1019.100   903.027    43.773    66.863 0 0          138506                
        2.5575954734    .01335        -.0118490394    .01414  0           138508                
HART15M   MATERA    2059+034 2019 05 17 05 23   9.0000000000              138601                
     -25695.91304745    .01284  -309041.7209536020    .00692 0      I     138602                
    .00044    .00000    .00000    .00000  -2.988157556862077        0.    138603                
  0.300   0.369 -0.0013  0.0011 -0.0016  0.0003      -7368.846            138604
    .00000   -.11088    .00000    .00000    .00000    .00000              138605                
     6.355    10.121   867.208   954.900    85.800    99.000 0 0          138606                
         .5555049849    .02148         .0017201444    .00676  0           138608                
HART15M   YEBES40M  2059+034 2019 05 17 05 23   9.0000000000              138701                
    -691616.16708499    .00318  -710814.3633243254    .00183 0      I     138702                
    .00159    .00000    .00000    .00000   2.101794828640035        0.    138703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138704
    .00000    .00513    .00000    .00000    .00000    .00000              138705                
     6.355     8.086   867.208   903.027    85.800    66.863 0 0          138706                
       -1.7762529050    .01103         .0025942402    .00465  0           138708                
HART15M   WETTZELL  2059+034 2019 05 17 05 23   9.0000000000              138801                
    1721100.00954441    .00615  -420420.5641353192    .00484 0      I     138802                
    .00096    .00000    .00000    .00000   -.503328857330461        0.    138803                
  0.300   0.380 -0.0013 -0.0005 -0.0016 -0.0001      -5759.998            138804
    .00000    .01690    .00000    .00000    .00000    .00000              138805                
     6.355     7.741   867.208   938.914    85.800    99.800 0 0          138806                
       -2.8477884302    .01184         .0099904978    .00627  0           138808                
ISHIOKA   KATH12M   OJ287    2019 05 17 05 23  20.0000000000              138901                
    5392195.37471540    .00626  -292370.2107903719    .01275 0      I     138902                
    .00154    .00000    .00000    .00000   3.043592586532621        0.    138903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            138904
    .00000    .00000    .00000    .00000    .00000    .00000              138905                
    23.092    33.184  1006.600   994.300    53.903    42.108 0 0          138906                
        3.6409285310    .00727         .0528550183    .00996  0           138908                
ISHIOKA   YARRA12M  OJ287    2019 05 17 05 23  20.0000000000              139001                
   12591689.59088280    .00681  -408281.5817476619    .01342 0      I     139002                
    .00139    .00000    .00000    .00000  -2.540435969145662        0.    139003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139004
    .00000    .00000    .00000    .00000    .00000    .00000              139005                
    23.092    15.657  1006.600   990.571    53.903    35.286 0 0          139006                
        8.0363176540    .00768         .0545867723    .01018  0           139008                
KATH12M   YARRA12M  OJ287    2019 05 17 05 23  20.0000000000              139101                
    7199494.85886662    .00764  -115911.1833527484    .01556 0      I     139102                
    .00126    .00000    .00000    .00000   1.410425559640287        0.    139103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139104
    .00000    .00000    .00000    .00000    .00000    .00000              139105                
    33.184    15.657   994.300   990.571    42.108    35.286 0 0          139106                
        4.3936142685    .01108         .0183990534    .01518  0           139108                
ISHIOKA   KOKEE     OJ287    2019 05 17 05 23  20.0000000000              139201                
   -2969862.31152522    .00571  1231861.7244636060    .01163 0      I     139202                
    .00167    .00000    .00000    .00000  -2.098147496369117        0.    139203                
  0.379   0.250 -0.0013  0.0000 -0.0019  0.0004       5348.318            139204
    .00000   -.01183    .00000    .00000    .00000    .00000              139205                
    23.092    15.400  1006.600   890.900    53.903    89.537 0 0          139206                
         .3564175478    .00280         .0701501448    .00389  0           139208                
KATH12M   KOKEE     OJ287    2019 05 17 05 23  20.0000000000              139301                
   -8362065.88801762    .00719  1524232.2663708620    .01464 0      I     139302                
    .00134    .00000    .00000    .00000  -2.124596547577184        0.    139303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139304
    .00000   -.01183    .00000    .00000    .00000    .00000              139305                
    33.184    15.400   994.300   890.900    42.108    89.537 0 0          139306                
       -3.2831212205    .00599         .0001107560    .00823  0           139308                
KOKEE     YARRA12M  OJ287    2019 05 17 05 23  20.0000000000              139401                
   15561547.02404528    .00644 -1640141.0337666390    .00828 0      I     139402                
    .00118    .00000    .00000    .00000   2.657507731717218        0.    139403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139404
   -.01183    .00000    .00000    .00000    .00000    .00000              139405                
    15.400    15.657   890.900   990.571    89.537    35.286 0 0          139406                
        7.6778670714    .00496         .0008239027    .00431  0           139408                
ISHIOKA   KATH12M   0648-165 2019 05 17 05 26  19.0000000000              139501                
   -7842123.21122576    .01947  -225877.9582117330    .02256 0      I     139502                
    .00037    .00000    .00000    .00000  -1.369211410716602        0.    139503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139504
    .00000    .00000    .00000    .00000    .00000    .00000              139505                
    23.438    33.163  1006.616   994.279    54.769    42.950 0 0          139506                
        3.3412086138    .01146        -.0249863409    .00900  0           139508                
ISHIOKA   YARRA12M  0648-165 2019 05 17 05 26  19.0000000000              139601                
   -5393687.15858745    .02178  -541271.3170668843    .02475 0      I     139602                
    .00033    .00000    .00000    .00000  -1.530994984829499        0.    139603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139604
    .00000    .00000    .00000    .00000    .00000    .00000              139605                
    23.438    15.558  1006.616   990.600    54.769    38.058 0 0          139606                
        7.5088549007    .01200        -.0227630669    .00926  0           139608                
KATH12M   YARRA12M  0648-165 2019 05 17 05 26  19.0000000000              139701                
    2448433.55632560    .01591  -315393.3313978913    .01237 0      I     139702                
    .00037    .00000    .00000    .00000   4.259795405770084        0.    139703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139704
    .00000    .00000    .00000    .00000    .00000    .00000              139705                
    33.163    15.558   994.279   990.600    42.950    38.058 0 0          139706                
        4.1522189495    .01553        -.0142671384    .00814  0           139708                
ISHIOKA   KOKEE     0648-165 2019 05 17 05 26  19.0000000000              139801                
    3891928.20385406    .01538  1244371.5668763620    .01782 0      I     139802                
    .00047    .00000    .00000    .00000  -2.053680029857791        0.    139803                
  0.505   0.558 -0.0115  0.0007 -0.0006  0.0048       5348.259            139804
    .00000   -.01386    .00000    .00000    .00000    .00000              139805                
    23.438    15.385  1006.616   890.900    54.769    89.738 0 0          139806                
         .8752082195    .00475        -.0470546486    .00384  0           139808                
KATH12M   KOKEE     0648-165 2019 05 17 05 26  19.0000000000              139901                
   11734062.94431412    .01700  1470249.5143591350    .01322 0      I     139902                
    .00035    .00000    .00000    .00000   4.791301106644828        0.    139903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            139904
    .00000   -.01386    .00000    .00000    .00000    .00000              139905                
    33.163    15.385   994.279   890.900    42.950    89.738 0 0          139906                
       -2.4853414871    .00816        -.0389534261    .00433  0           139908                
KOKEE     YARRA12M  0648-165 2019 05 17 05 26  19.0000000000              140001                
   -9285608.44806828    .02031 -1785640.4543405400    .01446 0      I     140002                
    .00028    .00000    .00000    .00000  -1.449576025035269        0.    140003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            140004
   -.01386    .00000    .00000    .00000    .00000    .00000              140005                
    15.385    15.558   890.900   990.600    89.738    38.058 0 0          140006                
        6.6218598501    .00984         .0443774173    .00478  0           140008                
SVETLOE   WETTZELL  0048-097 2019 05 17 05 27  58.0000000000              140101                
   -1343695.08442909    .01337  -352582.0369399366    .02633 0      I     140102                
    .00071    .00000    .00000    .00000  -5.436892900193040        0.    140103                
  0.920   0.760 -0.0208 -0.0023  0.0021  0.0012    -216722.359            140104
    .00000    .01174    .00000    .00000    .00000    .00000              140105                
    13.914     8.043  1019.086   939.000    43.614    99.800 0 0          140106                
        1.4507902948    .01674         .0263540520    .02218  0           140108                
WETTZELL  YEBES40M  0048-097 2019 05 17 05 27  58.0000000000              140201                
    1480827.33979566    .01012  -313290.6498840785    .01423 0      I     140202                
    .00079    .00000    .00000    .00000   1.645980560161142        0.    140203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            140204
