DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
    3537808.58070038   0.03344 -1574016.8044497557   0.03550 0      I     285302                
   0.00021    .00000    .00000    .00000  -1.288926424914528       0.1    285303                
  0.361   0.161  0.0015  0.0291  0.0311  0.0318    -156531.833            285304
  -0.00496  -0.02286    .00000    .00000    .00000    .00000              285305                
    10.200    -5.857   887.635  1007.400    87.294    69.987 0 0          285306                
       -0.0703827612   0.01831       -0.0282460788   0.00930  0           285308                
FORTLEZA  HART15M   1424-418 2019 01 29 07 55   0.0000000000              285401                
    2669361.02429386   0.01002  1045377.1971526506   0.02952 0      I     285402                
   0.00116    .00000    .00000    .00000   2.817636950160957       0.0    285403                
  1.177   0.843  0.0033 -0.0060 -0.0004 -0.0068       4042.832            285404
   0.03350   0.00000    .00000    .00000    .00000    .00000              285405                
    24.100    18.645  1008.000   868.100   100.000    81.020 0 0          285406                
        0.2581804439   0.00638       -0.0137530692   0.01095  0           285408                
ISHIOKA   KATH12M   0202+319 2019 01 29 07 56   7.0000000000              285501                
    6938232.23388121   0.01521  -191774.9609679177   0.02033 0      I     285502                
   0.00051    .00000    .00000    .00000   3.023899309219813       0.0    285503                
  0.113   1.483 -0.0001 -0.0026 -0.0002 -0.0003       2012.178            285504
   0.00000   0.00000    .00000    .00000    .00000    .00000              285505                
     6.048    36.095  1004.617   985.150    40.783    47.666 0 0          285506                
        0.2683698796   0.02249        0.0164668170   0.01946  0           285508                
ISHIOKA   KOKEE     0202+319 2019 01 29 07 56   7.0000000000              285601                
    7625197.05006406   0.01567  1083154.6072662154   0.03970 0      I     285602                
   0.00068    .00000    .00000    .00000   2.416878344055327       0.0    285603                
  0.113   0.208 -0.0001  0.0011 -0.0002  0.0080       8667.388            285604
   0.00000  -0.00606    .00000    .00000    .00000    .00000              285605                
     6.048    10.182  1004.617   887.682    40.783    87.082 0 0          285606                
        0.1831025015   0.01128       -0.0449997384   0.01621  0           285608                
ISHIOKA   NYALES20  0202+319 2019 01 29 07 56   7.0000000000              285701                
   12239057.19798977   0.00801  -112446.8924948639   0.01071 0      I     285702                
   0.00097    .00000    .00000    .00000   2.580609487873398       0.0    285703                
  0.113   0.048 -0.0001  0.0094 -0.0002  0.0046    -147864.291            285704
   0.00000  -0.00016    .00000    .00000    .00000    .00000              285705                
     6.048    -5.866  1004.617  1007.400    40.783    70.400 0 0          285706                
        0.1030900132   0.01053       -0.0021891798   0.00902  0           285708                
ISHIOKA   ONSALA60  0202+319 2019 01 29 07 56   7.0000000000              285801                
   18151621.98986024   0.08865  -449596.4070376876   0.11851 2      I     285802                
   0.00009    .00000    .00000    .00000   5.640853222805631       0.2    285803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            285804
   0.00000  -0.01396    .00000    .00000    .00000    .00000              285805                
     6.048    -4.885  1004.617   996.415    40.783    83.429 0 0          285806                
        1.3033212826   0.04245       -0.0202143799   0.02274  0           285808                
ISHIOKA   YARRA12M  0202+319 2019 01 29 07 56   7.0000000000              285901                
   12888687.95938880   0.02016  -480122.7959226846   0.02695 0      I     285902                
   0.00038    .00000    .00000    .00000   3.577518035573811       0.0    285903                
  0.113   0.794 -0.0001 -0.0234 -0.0002 -0.0104       7416.624            285904
   0.00000   0.00000    .00000    .00000    .00000    .00000              285905                
     6.048    34.919  1004.617   976.700    40.783    18.796 0 0          285906                
        0.3239813360   0.02450        0.0498151865   0.02082  0           285908                
KATH12M   KOKEE     0202+319 2019 01 29 07 56   7.0000000000              286001                
     686955.98083949   0.02832  1274930.3021845031   0.07173 0      I     286002                
   0.00038    .00000    .00000    .00000   1.790666640075729       0.0    286003                
  1.483   0.208 -0.0026  0.0011 -0.0003  0.0080       6655.210            286004
   0.00000  -0.00606    .00000    .00000    .00000    .00000              286005                
    36.095    10.182   985.150   887.682    47.666    87.082 0 0          286006                
       -0.1034931533   0.02116       -0.0622874526   0.03081  0           286008                
KATH12M   NYALES20  0202+319 2019 01 29 07 56   7.0000000000              286101                
    5300824.42264251   0.01054    79328.9523524871   0.00890 0      I     286102                
   0.00058    .00000    .00000    .00000   2.626316256397992       0.0    286103                
  1.483   0.048 -0.0026  0.0094 -0.0003  0.0046    -149876.470            286104
   0.00000  -0.00016    .00000    .00000    .00000    .00000              286105                
    36.095    -5.866   985.150  1007.400    47.666    70.400 0 0          286106                
       -0.1470480983   0.01888       -0.0192466064   0.01043  0           286108                
KATH12M   ONSALA60  0202+319 2019 01 29 07 56   7.0000000000              286201                
   11213391.73290922   0.08049  -257820.4860638351   0.06022 4      I     286202                
   0.00007    .00000    .00000    .00000   0.323277895641897       0.1    286203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            286204
   0.00000  -0.01396    .00000    .00000    .00000    .00000              286205                
    36.095    -4.885   985.150   996.415    47.666    83.429 0 0          286206                
        1.0342719093   0.04845       -0.0626115316   0.01871  0           286208                
KATH12M   YARRA12M  0202+319 2019 01 29 07 56   7.0000000000              286301                
    5950457.71832328   0.01462  -288347.5181380034   0.00688 0      I     286302                
   0.00031    .00000    .00000    .00000   3.013482088299858       0.0    286303                
  1.483   0.794 -0.0026 -0.0234 -0.0003 -0.0104       5404.445            286304
   0.00000   0.00000    .00000    .00000    .00000    .00000              286305                
    36.095    34.919   985.150   976.700    47.666    18.796 0 0          286306                
        0.0801809445   0.01708        0.0037117500   0.00508  0           286308                
KOKEE     NYALES20  0202+319 2019 01 29 07 56   7.0000000000              286401                
    4613869.26634440   0.01364 -1195599.8634075024   0.03456 0      I     286402                
   0.00078    .00000    .00000    .00000   5.221293498352368       0.0    286403                
  0.208   0.048  0.0011  0.0094  0.0080  0.0046    -156531.679            286404
  -0.00606  -0.00016    .00000    .00000    .00000    .00000              286405                
    10.182    -5.866   887.682  1007.400    87.082    70.400 0 0          286406                
       -0.0785369427   0.00931        0.0603630748   0.01307  0           286408                
KOKEE     ONSALA60  0202+319 2019 01 29 07 56   7.0000000000              286501                
   10526459.93511799   0.09662 -1532694.8297638993   0.24476 2      I     286502                
   0.00014    .00000    .00000    .00000  -1.247152080055546       0.2    286503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            286504
  -0.00606  -0.01396    .00000    .00000    .00000    .00000              286505                
    10.182    -4.885   887.682   996.415    87.082    83.429 0 0          286506                
       -0.6901928474   0.04199       -4.0870780839   0.03372  0           286508                
KOKEE     YARRA12M  0202+319 2019 01 29 07 56   7.0000000000              286601                
    5263502.78477156   0.03240 -1563275.9572857481   0.08208 0      I     286602                
   0.00033    .00000    .00000    .00000   6.189444699969887       0.1    286603                
  0.208   0.794  0.0011 -0.0234  0.0080 -0.0104      -1250.764            286604
  -0.00606   0.00000    .00000    .00000    .00000    .00000              286605                
    10.182    34.919   887.682   976.700    87.082    18.796 0 0          286606                
        0.1652908704   0.02392        0.0555611534   0.03471  0           286608                
NYALES20  ONSALA60  0202+319 2019 01 29 07 56   7.0000000000              286701                
    5912569.07118281   0.03974  -337149.4254266676   0.03356 0      I     286702                
   0.00015    .00000    .00000    .00000   4.644737231845625       0.1    286703                
  0.048   0.371  0.0094  0.0243  0.0046 -0.0396     126121.355            286704
  -0.00016  -0.01396    .00000    .00000    .00000    .00000              286705                
    -5.866    -4.885  1007.400   996.415    70.400    83.429 0 0          286706                
        1.1587096326   0.01832       -0.0168391530   0.00574  0           286708                
NYALES20  YARRA12M  0202+319 2019 01 29 07 56   7.0000000000              286801                
     649635.29939329   0.01301  -367677.0724895344   0.01098 0      I     286802                
   0.00047    .00000    .00000    .00000   3.485817676075222       0.0    286803                
  0.048   0.794  0.0094 -0.0234  0.0046 -0.0104     155280.915            286804
  -0.00016   0.00000    .00000    .00000    .00000    .00000              286805                
    -5.866    34.919  1007.400   976.700    70.400    18.796 0 0          286806                
        0.2256791656   0.02065        0.0401004723   0.01134  0           286808                
ONSALA60  YARRA12M  0202+319 2019 01 29 07 56   7.0000000000              286901                
   -5262931.10053479   0.09898   -30592.7211669079   0.07405 2      I     286902                
   0.00008    .00000    .00000    .00000  -2.651353432754154       0.2    286903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            286904
  -0.01396   0.00000    .00000    .00000    .00000    .00000              286905                
    -4.885    34.919   996.415   976.700    83.429    18.796 0 0          286906                
       -1.1114158299   0.05063        5.0873302771   0.01673  0           286908                
FORTLEZA  HART15M   1657-261 2019 01 29 07 58  38.0000000000              287001                
   -6350583.98736663   0.00963  1429958.3726829425   0.00509 0      I     287002                
   0.00051    .00000    .00000    .00000  -2.989296590860304       0.0    287003                
  1.397   0.584  0.0030 -0.0002 -0.0029 -0.0016       4042.853            287004
   0.03400   0.00000    .00000    .00000    .00000    .00000              287005                
    24.200    18.995  1008.100   868.052   100.000    80.190 0 0          287006                
        0.1954500820   0.01827       -0.0178423694   0.00693  0           287008                
FORTLEZA  WETTZELL  1657-261 2019 01 29 07 58  38.0000000000              287101                
    8474533.95596201   0.00592  1083336.1337195355   0.00313 0      I     287102                
   0.00082    .00000    .00000    .00000   3.549126874140804       0.0    287103                
  1.397   0.357  0.0030 -0.0441 -0.0029 -0.0017      -2608.035            287104
   0.03400   0.00274    .00000    .00000    .00000    .00000              287105                
    24.200    -2.200  1008.100   935.600   100.000    99.109 0 0          287106                
        1.3281551038   0.00948       -0.0127677170   0.00357  0           287108                
HART15M   WETTZELL  1657-261 2019 01 29 07 58  38.0000000000              287201                
   14825115.71359106   0.00426  -346621.8571999895   0.00207 0      I     287202                
   0.00109    .00000    .00000    .00000   6.123727471646656       0.0    287203                
  0.584   0.357 -0.0002 -0.0441 -0.0016 -0.0017      -6650.888            287204
   0.00000   0.00274    .00000    .00000    .00000    .00000              287205                
    18.995    -2.200   868.052   935.600    80.190    99.109 0 0          287206                
        1.1132909462   0.00597       -0.0019789079   0.00186  0           287208                
ISHIOKA   KOKEE     0400-319 2019 01 29 07 59  11.0000000000              287301                
   -4904333.63899126   0.03532  1139624.5412190144   0.02642 0      I     287302                
   0.00016    .00000    .00000    .00000  -0.388883837121077       0.1    287303                
  0.368   0.272 -0.0194 -0.0045 -0.0226  0.0073       8667.343            287304
   0.00000  -0.00774    .00000    .00000    .00000    .00000              287305                
     5.759    10.066  1004.741   887.600    40.903    86.933 0 0          287306                
        0.0173262840   0.01887       -0.0363806812   0.00659  0           287308                
NYALES20  ONSALA60  3C274    2019 01 29 08 00  35.0000000000              287401                
   -1422751.91378170   0.10892   502261.0763541323   0.27591 2      I     287402                
   0.00015    .00000    .00000    .00000  -6.133703673090093       0.2    287403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            287404
  -0.03678   0.00156    .00000    .00000    .00000    .00000              287405                
    -5.582    -4.700  1007.400   996.500    70.712    83.662 0 0          287406                
        2.6078673667   0.04903       -5.6014414670   0.04375  0           287408                
NYALES20  WETTZ13N  3C274    2019 01 29 08 00  35.0000000000              287501                
   -1519773.99998173   0.02213   673747.1200101961   0.06390 0      I     287502                
   0.00052    .00000    .00000    .00000  -0.123079529418017       0.0    287503                
  0.136   0.335 -0.0088  0.0002 -0.0134  0.0055     148450.270            287504
  -0.03678   0.00000    .00000    .00000    .00000    .00000              287505                
    -5.582    -2.275  1007.400   935.600    70.712    99.525 0 0          287506                
        0.6933213954   0.01605        0.0045021486   0.02634  0           287508                
ONSALA60  WETTZ13N  3C274    2019 01 29 08 00  35.0000000000              287601                
     -97041.63338480   0.08555   171559.0082957475   0.24704 2      I     287602                
   0.00013    .00000    .00000    .00000  -0.450636184502912       0.2    287603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            287604
   0.00156   0.00000    .00000    .00000    .00000    .00000              287605                
    -4.700    -2.275   996.500   935.600    83.662    99.525 0 0          287606                
       -0.4035413203   0.03662        0.0010685026   0.03158  0           287608                
ISHIOKA   YARRA12M  0104-408 2019 01 29 08 01  56.0000000000              287701                
  -15797033.52090919   0.02345  -428139.4531834117   0.02846 0      I     287702                
   0.00031    .00000    .00000    .00000  -0.622283607950757       0.0    287703                
  0.427   0.339 -0.0323  0.0010  0.0122 -0.0007       7416.794            287704
   0.00000   0.00000    .00000    .00000    .00000    .00000              287705                
     5.700    34.962  1004.800   976.718    41.235    20.457 0 0          287706                
       -0.2404401306   0.02580       -0.0299987357   0.01965  0           287708                
WETTZ13N  WETTZELL  1921-293 2019 01 29 08 01  58.0000000000              287801                
      -2184.25341863   0.00200        6.5292920161   0.00489 8      I     287802                
   0.00525    .00000    .00000    .00000  -0.467147982998485       0.0    287803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            287804
   0.00000   0.00430    .00000    .00000    .00000    .00000              287805                
    -2.228    -2.216   935.600   935.600    99.628    99.616 0 0          287806                
        0.0000000000   0.00000        0.0000000000   0.00000  0           287808                
KOKEE     NYALES20  OJ287    2019 01 29 08 02  26.0000000000              287901                
   10908417.01470599   0.00397  1176058.0663239271   0.01146 0      I     287902                
   0.00287    .00000    .00000    .00000   0.623851810358650       0.0    287903                
  0.182   0.164  0.0002  0.0299 -0.0054 -0.0137    -156531.201            287904
  -0.01086  -0.02908    .00000    .00000    .00000    .00000              287905                
    10.076    -5.247   887.529  1007.382    86.800    69.873 0 0          287906                
       -0.0755052159   0.00336       -0.0634853090   0.00580  0           287908                
ONSALA60  WETTZ13N  1639-062 2019 01 29 08 03  20.0000000000              288001                
   -2538211.23900249   0.07173    48249.7629151018   0.22035 0      I     288002                
   0.00016    .00000    .00000    .00000  -0.156834888175311       0.1    288003                
  0.103   0.215 -0.0050  0.0010  0.0010  0.0004      22329.376            288004
   0.00414   0.00000    .00000    .00000    .00000    .00000              288005                
    -4.800    -2.300   996.546   935.600    83.254    99.723 0 0          288006                
       -0.4633749711   0.03361       -0.0528389117   0.03980  0           288008                
ISHIOKA   KOKEE     0748+126 2019 01 29 08 03  48.0000000000              288101                
  -15518525.36850021   0.01960   555191.3722597959   0.05661 0      I     288102                
   0.00058    .00000    .00000    .00000  -3.062902368648459       0.0    288103                
  0.595   0.156  0.0111 -0.0003 -0.1602 -0.0028       8667.274            288104
   0.00000  -0.01051    .00000    .00000    .00000    .00000              288105                
     5.682    10.000  1004.818   887.353    41.300    86.782 0 0          288106                
        0.1195394664   0.01260       -0.0214346675   0.01957  0           288108                
FORTLEZA  HART15M   1351-018 2019 01 29 08 06   7.0000000000              288201                
   13949949.96847734   0.02735  1230121.1771080852   0.01709 0      I     288202                
   0.00019    .00000    .00000    .00000   1.733163266344575       0.0    288203                
  0.922   1.594 -0.0001  0.0057  0.0001 -0.0400       4042.895            288204
   0.03475   0.00000    .00000    .00000    .00000    .00000              288205                
    24.100    19.405  1008.200   867.900   100.000    80.221 0 0          288206                
        0.4212987649   0.01416       -0.0535769480   0.00432  0           288208                
NYALES20  WETTZELL  1520+319 2019 01 29 08 06  28.0000000000              288301                
   -4410094.80725833   0.00994   328120.6827605804   0.00394 0      I     288302                
   0.00042    .00000    .00000    .00000   0.928091333289303       0.0    288303                
  0.051   0.116 -0.0037 -0.0006 -0.0009 -0.0009     145876.590            288304
   0.04534   0.00843    .00000    .00000    .00000    .00000              288305                
    -5.266    -2.300  1007.488   935.600    68.876    99.738 0 0          288306                
        1.1441550761   0.01031        0.0034299595   0.00254  0           288308                
ONSALA60  WETTZ13N  1502+036 2019 01 29 08 06  35.0000000000              288401                
   -1733394.92379407   0.08210   117034.1598104179   0.03951 2      I     288402                
   0.00006    .00000    .00000    .00000  -4.148370609973932       0.1    288403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            288404
   0.00567   0.00000    .00000    .00000    .00000    .00000              288405                
    -4.850    -2.343   996.600   935.600    82.900    99.800 0 0          288406                
       -0.4472216927   0.03589        0.0384952836   0.00556  0           288408                
ISHIOKA   KOKEE     0606-223 2019 01 29 08 06  51.0000000000              288501                
  -12537172.94779454   0.02190   976571.0888088382   0.01275 0      I     288502                
   0.00023    .00000    .00000    .00000  -6.020613070032096       0.0    288503                
  0.864   0.188 -0.0554 -0.0023 -0.1728 -0.0003       8667.229            288504
   0.00000  -0.00921    .00000    .00000    .00000    .00000              288505                
     5.638    10.000  1004.900   887.600    40.958    86.727 0 0          288506                
       -0.0176764528   0.01064       -0.0385212534   0.00255  0           288508                
ISHIOKA   YARRA12M  0606-223 2019 01 29 08 06  51.0000000000              288601                
   -2112947.42892682   0.04026  -228171.4599069439   0.02561 0      I     288602                
   0.00013    .00000    .00000    .00000  -3.485928463576569       0.1    288603                
  0.864   1.500 -0.0554  0.0282 -0.1728 -0.0727       7416.937            288604
   0.00000   0.00000    .00000    .00000    .00000    .00000              288605                
     5.638    33.753  1004.900   976.800    40.958    21.968 0 0          288606                
        0.0726516141   0.03194       -0.0035663801   0.01192  0           288608                
KOKEE     YARRA12M  0606-223 2019 01 29 08 06  51.0000000000              288701                
   10424210.45600177   0.03387 -1204742.6005447905   0.02154 0      I     288702                
   0.00016    .00000    .00000    .00000   1.460760768981384       0.1    288703                
  0.188   1.500 -0.0023  0.0282 -0.0003 -0.0727      -1250.292            288704
  -0.00921   0.00000    .00000    .00000    .00000    .00000              288705                
    10.000    33.753   887.600   976.800    86.727    21.968 0 0          288706                
        0.0786562995   0.02251        0.0500498923   0.00783  0           288708                
ISHIOKA   KATH12M   3C446    2019 01 29 08 09  44.0000000000              288801                
   -5715608.37774295   0.01565    67301.6340945800   0.03227 0      I     288802                
   0.00061    .00000    .00000    .00000  -0.207892712988688       0.0    288803                
  0.254   1.466 -0.0041 -0.0003  0.0150  0.0002       2011.553            288804
   0.00000   0.00000    .00000    .00000    .00000    .00000              288805                
     5.617    35.886  1004.900   985.160    40.753    46.753 0 0          288806                
        0.0242945029   0.01341       -0.0068711511   0.01657  0           288808                
ISHIOKA   WETTZ13N  3C446    2019 01 29 08 09  44.0000000000              288901                
    6259348.92741963   0.02998 -1983012.7619902627   0.08657 0      I     288902                
   0.00038    .00000    .00000    .00000   3.091944140335773       0.1    288903                
  0.254   0.930 -0.0041  0.0090  0.0150 -0.0270        586.273            288904
   0.00000   0.00000    .00000    .00000    .00000    .00000              288905                
     5.617    -2.400  1004.900   935.600    40.753    99.776 0 0          288906                
        0.9670162436   0.02395       -0.3103203416   0.04065  0           288908                
ISHIOKA   YARRA12M  3C446    2019 01 29 08 09  44.0000000000              289001                
   -8077749.78769470   0.02349  -349951.5183641073   0.06921 0      I     289002                
   0.00049    .00000    .00000    .00000  -1.690726193848326       0.0    289003                
  0.254   0.422 -0.0041 -0.0026  0.0150  0.0032       7417.021            289004
   0.00000   0.00000    .00000    .00000    .00000    .00000              289005                
     5.617    33.466  1004.900   976.800    40.753    22.651 0 0          289006                
       -0.0305431986   0.01601       -0.0880386789   0.02612  0           289008                
KATH12M   WETTZ13N  3C446    2019 01 29 08 09  44.0000000000              289101                
   11974945.69426123   0.03716 -2050314.5979367779   0.10731 0      I     289102                
   0.00031    .00000    .00000    .00000   1.390931619935071       0.1    289103                
  1.466   0.930 -0.0003  0.0090  0.0002 -0.0270      -1425.280            289104
   0.00000   0.00000    .00000    .00000    .00000    .00000              289105                
    35.886    -2.400   985.160   935.600    46.753    99.776 0 0          289106                
        0.9246920359   0.02741       -0.2872219004   0.04531  0           289108                
KATH12M   YARRA12M  3C446    2019 01 29 08 09  44.0000000000              289201                
   -2362143.86743519   0.04705  -417253.1152208172   0.13863 0      I     289202                
   0.00025    .00000    .00000    .00000   1.535431811205571       0.1    289203                
  1.466   0.422 -0.0003 -0.0026  0.0002  0.0032       5405.467            289204
   0.00000   0.00000    .00000    .00000    .00000    .00000              289205                
    35.886    33.466   985.160   976.800    46.753    22.651 0 0          289206                
       -0.0277290622   0.02620        0.0054207853   0.03755  0           289208                
WETTZ13N  YARRA12M  3C446    2019 01 29 08 09  44.0000000000              289301                
  -14337109.12652846   0.04317  1633064.2066485849   0.12721 0      I     289302                
   0.00027    .00000    .00000    .00000  -4.204029877808260       0.1    289303                
  0.930   0.422  0.0090 -0.0026 -0.0270  0.0032       6830.748            289304
   0.00000   0.00000    .00000    .00000    .00000    .00000              289305                
    -2.400    33.466   935.600   976.800    99.776    22.651 0 0          289306                
       -0.9833754579   0.02760        0.2829681850   0.04351  0           289308                
ONSALA60  WETTZ13N  NRAO150  2019 01 29 08 11  11.0000000000              289401                
    2810041.65690570   0.00978   -53357.7932650617   0.02108 0      I     289402                
   0.00101    .00000    .00000    .00000   0.791250459892897       0.0    289403                
  0.129   0.559  0.0112 -0.0117 -0.0017 -0.0025      22329.595            289404
  -0.01764   0.00000    .00000    .00000    .00000    .00000              289405                
    -4.900    -2.400   996.600   935.600    82.649    99.700 0 0          289406                
       -0.4088286761   0.00455       -0.0038877992   0.00372  0           289408                
ISHIOKA   KOKEE     0454-234 2019 01 29 08 11  24.0000000000              289501                
   -7582779.27417345   0.01907  1172189.7389745831   0.05507 0      I     289502                
   0.00060    .00000    .00000    .00000  -1.821808047966462       0.0    289503                
  0.342   0.213 -0.0144 -0.0028 -0.0218  0.0027       8667.162            289504
   0.00000  -0.00626    .00000    .00000    .00000    .00000              289505                
     5.326    10.000  1004.900   887.557    41.818    86.778 0 0          289506                
        0.0416886624   0.00845       -0.0230144064   0.00820  0           289508                
ISHIOKA   YARRA12M  0454-234 2019 01 29 08 11  24.0000000000              289601                
   -3920591.84006919   0.02105  -368924.7755542803   0.06079 0      I     289602                
   0.00054    .00000    .00000    .00000  -0.830091665706294       0.0    289603                
  0.342   0.679 -0.0144  0.0035 -0.0218 -0.0151       7417.069            289604
   0.00000   0.00000    .00000    .00000    .00000    .00000              289605                
     5.326    33.377  1004.900   976.800    41.818    22.707 0 0          289606                
       -0.0175251590   0.01366       -0.0018216953   0.02132  0           289608                
KOKEE     YARRA12M  0454-234 2019 01 29 08 11  24.0000000000              289701                
    3662175.72096496   0.02482 -1541113.5012173492   0.06074 0      I     289702                
   0.00042    .00000    .00000    .00000   0.467285601847814       0.0    289703                
  0.213   0.679 -0.0028  0.0035  0.0027 -0.0151      -1250.093            289704
  -0.00626   0.00000    .00000    .00000    .00000    .00000              289705                
    10.000    33.377   887.557   976.800    86.778    22.707 0 0          289706                
       -0.0636603307   0.01168        0.0145239760   0.01111  0           289708                
FORTLEZA  HART15M   1639+230 2019 01 29 08 12  19.0000000000              289801                
    3027123.44337743   0.02706  1484059.7013587514   0.01092 0      I     289802                
   0.00016    .00000    .00000    .00000   2.644253711604112       0.0    289803                
  1.318   0.986 -0.0026  0.0116 -0.0016 -0.0074       4042.931            289804
   0.03525   0.00000    .00000    .00000    .00000    .00000              289805                
    24.100    19.625  1008.300   867.875   100.000    78.425 0 0          289806                
        0.3629065181   0.01470       -0.0244994351   0.00306  0           289808                
FORTLEZA  NYALES20  1639+230 2019 01 29 08 12  19.0000000000              289901                
    3000358.59769380   0.02913   930499.0137051787   0.01175 0      I     289902                
   0.00015    .00000    .00000    .00000   3.587965616530192       0.1    289903                
  1.318   0.065 -0.0026 -0.0068 -0.0016 -0.0005    -148484.451            289904
   0.03525  -0.00168    .00000    .00000    .00000    .00000              289905                
    24.100    -5.410  1008.300  1007.500   100.000    70.000 0 0          289906                
       -0.0347973911   0.01592        0.0294920760   0.00333  0           289908                
FORTLEZA  WETTZELL  1639+230 2019 01 29 08 12  19.0000000000              290001                
   -3785053.25210532   0.01614  1091823.7727200871   0.00863 0      I     290002                
   0.00030    .00000    .00000    .00000  -3.979528593707889       0.0    290003                
  1.318   0.116 -0.0026 -0.0011 -0.0016 -0.0005      -2608.225            290004
   0.03525   0.01024    .00000    .00000    .00000    .00000              290005                
    24.100    -2.341  1008.300   935.600   100.000    99.759 0 0          290006                
        1.1234343318   0.01144       -0.0060218496   0.00376  0           290008                
HART15M   NYALES20  1639+230 2019 01 29 08 12  19.0000000000              290101                
     -26763.20896549   0.05794  -553559.6870818998   0.02298 0      I     290102                
   0.00007    .00000    .00000    .00000  -1.850987105607970       0.1    290103                
  0.986   0.065  0.0116 -0.0068 -0.0074 -0.0005    -152527.382            290104
   0.00000  -0.00168    .00000    .00000    .00000    .00000              290105                
    19.625    -5.410   867.875  1007.500    78.425    70.000 0 0          290106                
       -0.3912760246   0.02430        0.0568044480   0.00262  0           290108                
HART15M   WETTZELL  1639+230 2019 01 29 08 12  19.0000000000              290201                
   -6812175.60594802   0.03435  -392235.2555484313   0.01837 0      I     290202                
   0.00014    .00000    .00000    .00000  -2.172194027317680       0.1    290203                
  0.986   0.116  0.0116 -0.0011 -0.0074 -0.0005      -6651.155            290204
   0.00000   0.01024    .00000    .00000    .00000    .00000              290205                
    19.625    -2.341   867.875   935.600    78.425    99.759 0 0          290206                
        0.7798299635   0.01499        0.0200430123   0.00256  0           290208                
NYALES20  WETTZELL  1639+230 2019 01 29 08 12  19.0000000000              290301                
   -6785412.46420145   0.00705   161324.4473030777   0.00377 0      I     290302                
   0.00069    .00000    .00000    .00000  -2.509633049029478       0.0    290303                
  0.065   0.116 -0.0068 -0.0011 -0.0005 -0.0005     145876.227            290304
  -0.00168   0.01024    .00000    .00000    .00000    .00000              290305                
    -5.410    -2.341  1007.500   935.600    70.000    99.759 0 0          290306                
        1.1598830091   0.00614       -0.0348956679   0.00197  0           290308                
ISHIOKA   WETTZ13N  2126-158 2019 01 29 08 13  19.0000000000              290401                
    -308158.58697773   0.01432 -1960602.9254765608   0.01509 0      I     290402                
   0.00048    .00000    .00000    .00000  -4.262165352824145       0.0    290403                
  0.874   0.906 -0.0608  0.0180  0.2104 -0.0191        586.282            290404
   0.00000   0.00000    .00000    .00000    .00000    .00000              290405                
     5.248    -2.400  1004.922   935.600    41.544    99.700 0 0          290406                
        0.8466829392   0.02216        0.4485339413   0.01516  0           290408                
KOKEE     YARRA12M  0403-132 2019 01 29 08 14  55.0000000000              290501                
    1783798.92329155   0.02421 -1788993.3501779924   0.01019 0      I     290502                
   0.00018    .00000    .00000    .00000   3.721703174887355       0.0    290503                
  0.196   0.570 -0.0021 -0.0010  0.0046 -0.0096      -1249.937            290504
  -0.00646   0.00000    .00000    .00000    .00000    .00000              290505                
    10.036    33.761   887.436   976.806    86.627    22.174 0 0          290506                
       -0.0512703991   0.01984        0.0086113330   0.00495  0           290508                
ONSALA60  WETTZ13N  1741-038 2019 01 29 08 15  13.0000000000              290601                
   -2554271.05476004   0.02964     9939.3965340900   0.09105 0      I     290602                
   0.00040    .00000    .00000    .00000  -4.523705615049230       0.1    290603                
  0.082   0.196 -0.0061  0.0011 -0.0001 -0.0000      22329.707            290604
   0.00702   0.00000    .00000    .00000    .00000    .00000              290605                
    -4.800    -2.434   996.600   935.600    82.452    99.700 0 0          290606                
       -0.4918316945   0.01291        0.0220838000   0.01259  0           290608                
ONSALA60  WETTZELL  1741-038 2019 01 29 08 15  13.0000000000              290701                
   -2556512.95304820   0.02103     9935.1969051548   0.06461 0      I     290702                
   0.00056    .00000    .00000    .00000  -0.191781137670683       0.0    290703                
  0.082   0.183 -0.0061 -0.0041 -0.0001  0.0001      19756.339            290704
   0.00702   0.00690    .00000    .00000    .00000    .00000              290705                
    -4.800    -2.435   996.600   935.600    82.452    99.700 0 0          290706                
        0.0093189367   0.00935        0.0079231280   0.00976  0           290708                
WETTZ13N  WETTZELL  1741-038 2019 01 29 08 15  13.0000000000              290801                
      -2241.85352417   0.00211       -4.0287821276   0.00468 8      I     290802                
   0.00474    .00000    .00000    .00000  -2.141697903359074       0.0    290803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            290804
   0.00000   0.00690    .00000    .00000    .00000    .00000              290805                
    -2.434    -2.435   935.600   935.600    99.700    99.700 0 0          290806                
        0.0000000000   0.00000        0.0000000000   0.00000  0           290808                
ISHIOKA   NYALES20  3C418    2019 01 29 08 17   5.0000000000              290901                
   -7129928.40546346   0.01613  -908968.7767028343   0.04479 0      I     290902                
