DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
        0.6774687978   0.02746             0.01656   0.01248  0           175408                
KOKEE     WETTZ13N  0059+581 2019 01 03 00 39  58.0000000000              175501                
     156518.56817291   0.01241  1172673.1615272423   0.02083 0      I     175502                
   0.00070    .00000    .00000    .00000  -0.083563112399744       0.0    175503                
  0.369   0.143 -0.0044 -0.0052  0.0049  0.0017     -17198.907            175504
   0.08148   0.00000    .00000    .00000    .00000    .00000              175505                
    21.100    -3.800   887.800   957.623    65.945    68.252 0 0          175506                
        0.4271900449   0.00643            -0.02328   0.00486  0           175508                
NYALES20  ONSALA60  0059+581 2019 01 03 00 39  58.0000000000              175601                
    3873121.83898135   0.00586   267322.9336763680   0.01113 0      I     175602                
   0.00158    .00000    .00000    .00000   3.694089656492651       0.0    175603                
  0.044   0.263 -0.0033 -0.0007  0.0054  0.0013     266550.639            175604
  -0.07630   0.00239    .00000    .00000    .00000    .00000              175605                
    -8.069     4.600   997.711  1030.400    87.166    53.373 0 0          175606                
        1.0614314139   0.00556            -0.00411   0.00648  0           175608                
NYALES20  WETTZ13N  0059+581 2019 01 03 00 39  58.0000000000              175701                
    5970891.36635262   0.00480   353256.4143169158   0.00815 0      I     175702                
   0.00182    .00000    .00000    .00000   3.121755565578120       0.0    175703                
  0.044   0.143 -0.0033 -0.0052  0.0054  0.0017     309134.203            175704
  -0.07630   0.00000    .00000    .00000    .00000    .00000              175705                
    -8.069    -3.800   997.711   957.623    87.166    68.252 0 0          175706                
        0.6241222632   0.00397            -0.00928   0.00400  0           175708                
ONSALA60  WETTZ13N  0059+581 2019 01 03 00 39  58.0000000000              175801                
    2097769.20548447   0.00491    85933.3887288136   0.00933 0      I     175802                
   0.00188    .00000    .00000    .00000   1.696829226960406       0.0    175803                
  0.263   0.143 -0.0007 -0.0052  0.0013  0.0017      42583.564            175804
   0.00239   0.00000    .00000    .00000    .00000    .00000              175805                
     4.600    -3.800  1030.400   957.623    53.373    68.252 0 0          175806                
       -0.4375593070   0.00522             0.00022   0.00620  0           175808                
SEJONG    NYALES20  0059+581 2019 01 03 00 39  58.0000000000              175901                
  -12926967.63447600   0.00742   598557.7026239394   0.01577 0      I     175902                
   0.00132    .00000    .00000    .00000  -5.214974882350045       0.0    175903                
  0.671   0.044 -0.0065 -0.0033  0.0040  0.0054    -248164.481            175904
   0.00000  -0.07630    .00000    .00000    .00000    .00000              175905                
    -4.600    -8.069  1005.700   997.711    57.842    87.166 0 0          175906                
       -0.8991218815   0.04011            -0.01870   0.01829  0           175908                
SEJONG    ONSALA60  0059+581 2019 01 03 00 39  58.0000000000              176001                
   -9053849.22289421   0.00889   865880.7972946761   0.01888 0      I     176002                
   0.00110    .00000    .00000    .00000  -2.236956778706227       0.0    176003                
  0.671   0.263 -0.0065 -0.0007  0.0040  0.0013      18386.158            176004
   0.00000   0.00239    .00000    .00000    .00000    .00000              176005                
    -4.600     4.600  1005.700  1030.400    57.842    53.373 0 0          176006                
        0.1655077091   0.07533            -0.04401   0.03436  0           176008                
SEJONG    WETTZ13N  0059+581 2019 01 03 00 39  58.0000000000              176101                
   -6956080.80456534   0.00781   951814.2737155287   0.01659 0      I     176102                
   0.00125    .00000    .00000    .00000  -3.007332583026757       0.0    176103                
  0.671   0.143 -0.0065 -0.0052  0.0040  0.0017      60969.722            176104
   0.00000   0.00000    .00000    .00000    .00000    .00000              176105                
    -4.600    -3.800  1005.700   957.623    57.842    68.252 0 0          176106                
       -0.4036927662   0.04686            -0.01666   0.02137  0           176108                
HART15M   YARRA12M  1144-379 2019 01 03 00 40  21.0000000000              176201                
    2147109.23973762   0.02886  1483074.4199053878   0.06038 0      I     176202                
   0.00034    .00000    .00000    .00000   5.219943808311915       0.1    176203                
  0.805   0.525  0.0032  0.0024  0.0008 -0.0068    -171235.290            176204
   0.00000   0.00000    .00000    .00000    .00000    .00000              176205                
    17.600    21.485   865.400   982.400    85.600    50.000 0 0          176206                
       -0.2150299294   0.01988            -0.01415   0.02315  0           176208                
ISHIOKA   KOKEE     2229+695 2019 01 03 00 42  28.0000000000              176301                
   -1351831.88403574   0.02254   224327.6337013218   0.01870 0      I     176302                
   0.00027    .00000    .00000    .00000  -4.623273751356241       0.0    176303                
  0.219   0.317 -0.0031 -0.0034 -0.0026  0.0010      18186.256            176304
   0.00000   0.07834    .00000    .00000    .00000    .00000              176305                
     6.253    21.100  1009.200   887.829    49.867    66.188 0 0          176306                
        0.2194818708   0.01128             0.01788   0.00402  0           176308                
ISHIOKA   NYALES20  2229+695 2019 01 03 00 42  28.0000000000              176401                
   -6213650.77710370   0.03229   485185.8176248223   0.02727 0      I     176402                
   0.00019    .00000    .00000    .00000  -4.679225167962151       0.1    176403                
  0.219   0.034 -0.0031 -0.0041 -0.0026  0.0018    -308146.532            176404
   0.00000  -0.04500    .00000    .00000    .00000    .00000              176405                
     6.253    -8.030  1009.200   997.611    49.867    86.779 0 0          176406                
        0.0391792202   0.01600             0.00085   0.00573  0           176408                
ISHIOKA   ONSALA60  2229+695 2019 01 03 00 42  28.0000000000              176501                
   -1162441.78634539   0.04637   585784.7884299934   0.03848 0      I     176502                
   0.00013    .00000    .00000    .00000  -2.633726235815029       0.1    176503                
  0.219   0.258 -0.0031 -0.0008 -0.0026  0.0005     -41596.292            176504
   0.00000  -0.00117    .00000    .00000    .00000    .00000              176505                
     6.253     4.641  1009.200  1030.359    49.867    51.562 0 0          176506                
        1.1101055663   0.02268             0.00042   0.00782  0           176508                
ISHIOKA   WETTZ13N  2229+695 2019 01 03 00 42  28.0000000000              176601                
    1327961.26045173   0.03317   614309.0291593707   0.02494 0      I     176602                
   0.00017    .00000    .00000    .00000   5.751729673733336       0.1    176603                
  0.219   0.140 -0.0031 -0.0071 -0.0026  0.0007        987.410            176604
   0.00000   0.00000    .00000    .00000    .00000    .00000              176605                
     6.253    -3.859  1009.200   957.671    49.867    69.687 0 0          176606                
        0.6584398978   0.01628             0.00881   0.00512  0           176608                
KOKEE     NYALES20  2229+695 2019 01 03 00 42  28.0000000000              176701                
   -4861818.50235613   0.02947   260857.9595229840   0.02488 0      I     176702                
   0.00021    .00000    .00000    .00000  -0.404825652564345       0.1    176703                
  0.317   0.034 -0.0034 -0.0041  0.0010  0.0018    -326332.788            176704
   0.07834  -0.04500    .00000    .00000    .00000    .00000              176705                
    21.100    -8.030   887.829   997.611    66.188    86.779 0 0          176706                
       -0.1718848508   0.01326             0.00248   0.00393  0           176708                
KOKEE     ONSALA60  2229+695 2019 01 03 00 42  28.0000000000              176801                
     189390.63516019   0.03562   361456.8879870945   0.02956 0      I     176802                
   0.00017    .00000    .00000    .00000   2.055954369428719       0.1    176803                
  0.317   0.258 -0.0034 -0.0008  0.0010  0.0005     -59782.548            176804
   0.07834  -0.00117    .00000    .00000    .00000    .00000              176805                
    21.100     4.641   887.829  1030.359    66.188    51.562 0 0          176806                
        0.8784340261   0.01702             0.00628   0.00565  0           176808                
KOKEE     WETTZ13N  2229+695 2019 01 03 00 42  28.0000000000              176901                
    2679793.65708866   0.02952   389981.1880148494   0.02449 0      I     176902                
   0.00021    .00000    .00000    .00000   0.153757938430861       0.1    176903                
  0.317   0.140 -0.0034 -0.0071  0.0010  0.0007     -17198.846            176904
   0.07834   0.00000    .00000    .00000    .00000    .00000              176905                
    21.100    -3.859   887.829   957.671    66.188    69.687 0 0          176906                
        0.4425970168   0.01335            -0.00233   0.00394  0           176908                
NYALES20  ONSALA60  2229+695 2019 01 03 00 42  28.0000000000              177001                
    5051209.55287106   0.00938   100598.8577895296   0.00792 0      I     177002                
   0.00065    .00000    .00000    .00000   1.387443012065121       0.0    177003                
  0.034   0.258 -0.0041 -0.0008  0.0018  0.0005     266550.240            177004
  -0.04500  -0.00117    .00000    .00000    .00000    .00000              177005                
    -8.030     4.641   997.611  1030.359    86.779    51.562 0 0          177006                
        1.0485481795   0.01020             0.00778   0.00540  0           177008                
NYALES20  WETTZ13N  2229+695 2019 01 03 00 42  28.0000000000              177101                
    7541612.81479774   0.00824   129123.1138666518   0.00695 0      I     177102                
   0.00075    .00000    .00000    .00000  -0.329238782530794       0.0    177103                
  0.034   0.140 -0.0041 -0.0071  0.0018  0.0007     309133.942            177104
  -0.04500   0.00000    .00000    .00000    .00000    .00000              177105                
    -8.030    -3.859   997.611   957.671    86.779    69.687 0 0          177106                
        0.6162606602   0.00763            -0.00519   0.00393  0           177108                
ONSALA60  WETTZ13N  2229+695 2019 01 03 00 42  28.0000000000              177201                
    2490403.10992381   0.00778    28524.2648811032   0.00646 0      I     177202                
   0.00078    .00000    .00000    .00000   3.622964879576014       0.0    177203                
  0.258   0.140 -0.0008 -0.0071  0.0005  0.0007      42583.702            177204
  -0.00117   0.00000    .00000    .00000    .00000    .00000              177205                
     4.641    -3.859  1030.359   957.671    51.562    69.687 0 0          177206                
       -0.4308463693   0.00941            -0.00471   0.00496  0           177208                
HART15M   SEJONG    1145-071 2019 01 03 00 43   1.0000000000              177301                
   10448221.69265854   0.01403  1926729.6563199321   0.01028 0      I     177302                
   0.00041    .00000    .00000    .00000   4.356671618847242       0.0    177303                
  0.866   0.482 -0.0030  0.0017  0.0011 -0.0057     -83521.584            177304
   0.00000   0.00000    .00000    .00000    .00000    .00000              177305                
    17.600    -4.562   865.363  1005.662    85.637    57.324 0 0          177306                
        0.8506864378   0.07972            -0.00949   0.01255  0           177308                
KOKEE     ONSALA60  0202+319 2019 01 03 00 45   9.0000000000              177401                
   -1038252.02166656   0.02440  1893629.1043289197   0.07045 0      I     177402                
   0.00047    .00000    .00000    .00000   0.560675836926600       0.0    177403                
  0.549   0.373 -0.0061 -0.0007  0.0176  0.0059     -59782.631            177404
   0.07334  -0.00620    .00000    .00000    .00000    .00000              177405                
    21.100     4.700   887.900  1030.300    66.501    51.275 0 0          177406                
        0.8200184789   0.01833            -0.00168   0.03049  0           177408                
KOKEE     WETTZ13N  0202+319 2019 01 03 00 45   9.0000000000              177501                
     301029.68772349   0.02311  2043423.0889626269   0.06810 0      I     177502                
   0.00050    .00000    .00000    .00000   5.341843615623676       0.0    177503                
  0.549   0.206 -0.0061 -0.0077  0.0176  0.0082     -17198.781            177504
   0.07334   0.00000    .00000    .00000    .00000    .00000              177505                
    21.100    -4.016   887.900   957.600    66.501    71.214 0 0          177506                
        0.4231734018   0.01402            -0.02920   0.02147  0           177508                
ONSALA60  WETTZ13N  0202+319 2019 01 03 00 45   9.0000000000              177601                
    1339281.90818348   0.00704   149793.6210851409   0.01142 0      I     177602                
   0.00122    .00000    .00000    .00000  -0.175064159257877       0.0    177603                
  0.373   0.206 -0.0007 -0.0077  0.0059  0.0082      42583.850            177604
  -0.00620   0.00000    .00000    .00000    .00000    .00000              177605                
     4.700    -4.016  1030.300   957.600    51.275    71.214 0 0          177606                
       -0.4060902077   0.01046            -0.00796   0.01099  0           177608                
HART15M   ISHIOKA   1334-127 2019 01 03 00 46   3.0000000000              177701                
    2446730.67423794   0.00690  2141042.3906866116   0.00830 0      I     177702                
   0.00106    .00000    .00000    .00000  -0.861629951178476       0.0    177703                
  1.352   0.323  0.0003  0.0061  0.0039  0.0133     -23539.305            177704
   0.00000   0.00000    .00000    .00000    .00000    .00000              177705                
    17.600     6.435   865.243  1009.182    85.700    49.693 0 0          177706                
       -0.1085234610   0.00419            -0.05354   0.00262  0           177708                
HART15M   SEJONG    1334-127 2019 01 03 00 46   3.0000000000              177801                
     -75379.15640682   0.00547  1937178.2463237084   0.00659 0      I     177802                
   0.00134    .00000    .00000    .00000  -3.166330224323321       0.0    177803                
  1.352   0.275  0.0003  0.0011  0.0039 -0.0013     -83521.739            177804
   0.00000   0.00000    .00000    .00000    .00000    .00000              177805                
    17.600    -4.465   865.243  1005.600    85.700    56.690 0 0          177806                
        0.7801709297   0.02141            -0.05397   0.00553  0           177808                
HART15M   YARRA12M  1334-127 2019 01 03 00 46   3.0000000000              177901                
   -8292162.34386591   0.00671  1763152.6304935645   0.00814 0      I     177902                
   0.00110    .00000    .00000    .00000  -0.992130969862866       0.0    177903                
  1.352   0.422  0.0003 -0.0014  0.0039 -0.0033    -171235.043            177904
   0.00000   0.00000    .00000    .00000    .00000    .00000              177905                
    17.600    21.316   865.243   982.384    85.700    50.000 0 0          177906                
       -0.2709448611   0.00664            -0.04036   0.00498  0           177908                
ISHIOKA   SEJONG    1334-127 2019 01 03 00 46   3.0000000000              178001                
   -2522109.32829457   0.00260  -203863.7261895100   0.00142 0      I     178002                
   0.00190    .00000    .00000    .00000  -1.483708562304324       0.0    178003                
  0.323   0.275  0.0061  0.0011  0.0133 -0.0013     -59982.435            178004
   0.00000   0.00000    .00000    .00000    .00000    .00000              178005                
     6.435    -4.465  1009.182  1005.600    49.693    56.690 0 0          178006                
        0.8551367717   0.01546             0.00128   0.00182  0           178008                
ISHIOKA   YARRA12M  1334-127 2019 01 03 00 46   3.0000000000              178101                
  -10738892.07854434   0.00730  -377888.9289581390   0.00387 0      I     178102                
   0.00067    .00000    .00000    .00000  -2.548585774713522       0.0    178103                
  0.323   0.422  0.0061 -0.0014  0.0133 -0.0033    -147695.738            178104
   0.00000   0.00000    .00000    .00000    .00000    .00000              178105                
     6.435    21.316  1009.182   982.384    49.693    50.000 0 0          178106                
       -0.1589853645   0.00703             0.01179   0.00229  0           178108                
SEJONG    YARRA12M  1334-127 2019 01 03 00 46   3.0000000000              178201                
   -8216783.19722570   0.00618  -174025.2017267814   0.00339 0      I     178202                
   0.00080    .00000    .00000    .00000  -4.353471830797512       0.0    178203                
  0.275   0.422  0.0011 -0.0014 -0.0013 -0.0033     -87713.303            178204
   0.00000   0.00000    .00000    .00000    .00000    .00000              178205                
    -4.465    21.316  1005.600   982.384    56.690    50.000 0 0          178206                
       -1.0434611245   0.04538             0.00266   0.00535  0           178208                
KOKEE     WETTZ13N  2000+472 2019 01 03 00 47  13.0000000000              178301                
   16367114.44808955   0.04125  -308370.5101915015   0.08633 0      I     178302                
   0.00023    .00000    .00000    .00000   1.620654031352543       0.1    178303                
  0.231   0.564 -0.0011 -0.1739 -0.0006 -0.0068     -17198.731            178304
   0.07759   0.00000    .00000    .00000    .00000    .00000              178305                
    21.085    -4.070   887.900   957.630    67.029    72.066 0 0          178306                
        0.4589045699   0.03298            -0.03464   0.04056  0           178308                
ONSALA60  WETTZ13N  0919-260 2019 01 03 00 49   0.0000000000              178401                
   -2973210.23767040   0.01437   -24206.0214679459   0.05927 0      I     178402                
   0.00095    .00000    .00000    .00000  -5.815639680940840       0.0    178403                
  1.532   0.296  0.0314  0.0429 -0.0327 -0.0050      42584.062            178404
  -0.00898   0.00000    .00000    .00000    .00000    .00000              178405                
     4.800    -4.000  1030.356   957.700    50.144    72.436 0 0          178406                
       -0.5491519131   0.01619            -0.05723   0.04206  0           178408                
ISHIOKA   KOKEE     1741-038 2019 01 03 00 50  14.0000000000              178501                
    3628607.62726355   0.00945  1323902.0229816202   0.02728 0      I     178502                
   0.00120    .00000    .00000    .00000  -0.302040517529060       0.0    178503                
  0.149   0.352  0.0020  0.0019 -0.0009 -0.0063      18186.107            178504
   0.00000   0.07686    .00000    .00000    .00000    .00000              178505                
     6.691    21.000  1009.100   887.900    50.856    67.114 0 0          178506                
        0.3161528259   0.00535             0.02183   0.00763  0           178508                
ISHIOKA   SEJONG    1741-038 2019 01 03 00 50  14.0000000000              178601                
    1202325.99030571   0.00401  -266148.1277426305   0.00666 0      I     178602                
   0.00214    .00000    .00000    .00000   3.693834791976330       0.0    178603                
  0.149   0.202  0.0020  0.0006 -0.0009  0.0005     -59982.510            178604
   0.00000   0.00000    .00000    .00000    .00000    .00000              178605                
     6.691    -4.281  1009.100  1005.600    50.856    58.694 0 0          178606                
        0.9333856889   0.02505            -0.01487   0.00893  0           178608                
ISHIOKA   YARRA12M  1741-038 2019 01 03 00 50  14.0000000000              178701                
     277456.73545881   0.01039  -554821.2544847385   0.01948 0      I     178702                
   0.00088    .00000    .00000    .00000   3.254817213650621       0.0    178703                
  0.149   0.493  0.0020 -0.0031 -0.0009  0.0070    -147695.417            178704
   0.00000   0.00000    .00000    .00000    .00000    .00000              178705                
     6.691    21.383  1009.100   982.317    50.856    50.000 0 0          178706                
       -0.0341070566   0.00975             0.01068   0.01118  0           178708                
KOKEE     SEJONG    1741-038 2019 01 03 00 50  14.0000000000              178801                
   -2426275.87239954   0.00734 -1590048.0242870359   0.02119 0      I     178802                
   0.00155    .00000    .00000    .00000  -0.647014720518642       0.0    178803                
  0.352   0.202  0.0019  0.0006 -0.0063  0.0005     -78168.617            178804
   0.07686   0.00000    .00000    .00000    .00000    .00000              178805                
    21.000    -4.281   887.900  1005.600    67.114    58.694 0 0          178806                
        0.5617757556   0.02063            -0.00877   0.01277  0           178808                
KOKEE     YARRA12M  1741-038 2019 01 03 00 50  14.0000000000              178901                
   -3351144.09546775   0.01860 -1878720.7226566849   0.05372 0      I     178902                
   0.00061    .00000    .00000    .00000  -3.325492448975253       0.0    178903                
  0.352   0.493  0.0019 -0.0031 -0.0063  0.0070    -165881.524            178904
   0.07686   0.00000    .00000    .00000    .00000    .00000              178905                
    21.000    21.383   887.900   982.317    67.114    50.000 0 0          178906                
       -0.3419194087   0.01035             0.04708   0.01453  0           178908                
SEJONG    YARRA12M  1741-038 2019 01 03 00 50  14.0000000000              179001                
    -924868.91409155   0.00872  -288673.1872025026   0.01636 0      I     179002                
   0.00105    .00000    .00000    .00000  -0.967251053169073       0.0    179003                
  0.202   0.493  0.0006 -0.0031  0.0005  0.0070     -87712.907            179004
   0.00000   0.00000    .00000    .00000    .00000    .00000              179005                
    -4.281    21.383  1005.600   982.317    58.694    50.000 0 0          179006                
       -0.9435148782   0.05576            -0.00094   0.02245  0           179008                
HART15M   ONSALA60  0748+126 2019 01 03 00 51  13.0000000000              179101                
      12763.81314584   0.01182  -444045.5773102110   0.02585 0      I     179102                
   0.00084    .00000    .00000    .00000   0.024385357276392       0.0    179103                
  0.945   0.222 -0.0090  0.0006 -0.0009  0.0005     -65136.206            179104
   0.00000  -0.00276    .00000    .00000    .00000    .00000              179105                
    17.700     4.800   865.083  1030.400    85.817    52.867 0 0          179106                
        0.9642712200   0.00921            -0.01986   0.01176  0           179108                
HART15M   WETTZ13N  0748+126 2019 01 03 00 51  13.0000000000              179201                
   -1899757.59547744   0.00845  -400116.4497017738   0.01488 0      I     179202                
   0.00105    .00000    .00000    .00000  -1.712867715151245       0.0    179203                
  0.945   0.087 -0.0090  0.0023 -0.0009  0.0004     -22552.022            179204
   0.00000   0.00000    .00000    .00000    .00000    .00000              179205                
    17.700    -4.000   865.083   957.700    85.817    71.700 0 0          179206                
        0.5108417404   0.00593            -0.01795   0.00586  0           179208                
ONSALA60  WETTZ13N  0748+126 2019 01 03 00 51  13.0000000000              179301                
   -1912521.40287794   0.00639    43929.1389360674   0.01377 0      I     179302                
   0.00155    .00000    .00000    .00000  -1.957236580457771       0.0    179303                
  0.222   0.087  0.0006  0.0023  0.0005  0.0004      42584.184            179304
  -0.00276   0.00000    .00000    .00000    .00000    .00000              179305                
     4.800    -4.000  1030.400   957.700    52.867    71.700 0 0          179306                
       -0.4531517462   0.00593            -0.01076   0.00779  0           179308                
ISHIOKA   KOKEE     2126-158 2019 01 03 00 52  12.0000000000              179401                
  -13581538.84128065   0.01601   946561.1941526686   0.03919 0      I     179402                
   0.00065    .00000    .00000    .00000  -1.077715712813224       0.0    179403                
  0.728   0.265  0.0373  0.0021 -0.1039  0.0005      18186.070            179404
   0.00000   0.07759    .00000    .00000    .00000    .00000              179405                
     6.794    20.975  1009.100   887.900    52.383    66.750 0 0          179406                
       -0.0270095203   0.01254            -0.03832   0.01792  0           179408                
HART15M   ONSALA60  OJ287    2019 01 03 00 53   4.0000000000              179501                
   -2279245.26190347   0.00372  -300980.9788658663   0.01142 0      I     179502                
   0.00317    .00000    .00000    .00000  -2.838447956183273       0.0    179503                
  0.968   0.202 -0.0116  0.0005 -0.0003 -0.0003     -65136.360            179504
   0.00000   0.00074    .00000    .00000    .00000    .00000              179505                
    17.690     4.753   865.000  1030.447    85.910    53.353 0 0          179506                
        0.9564289733   0.00440            -0.00727   0.00857  0           179508                
HART15M   WETTZ13N  OJ287    2019 01 03 00 53   4.0000000000              179601                
   -3945380.83155145   0.00246  -303999.7850642297   0.00507 0      I     179602                
   0.00391    .00000    .00000    .00000  -0.792882977641116       0.0    179603                
  0.968   0.077 -0.0116  0.0015 -0.0003 -0.0002     -22552.075            179604
   0.00000   0.00000    .00000    .00000    .00000    .00000              179605                
    17.690    -4.000   865.000   957.700    85.910    71.700 0 0          179606                
        0.4916788224   0.00253            -0.01113   0.00324  0           179608                
ONSALA60  WETTZ13N  OJ287    2019 01 03 00 53   4.0000000000              179701                
   -1666135.57553028   0.00195    -3018.8508800950   0.00598 0      I     179702                
   0.00603    .00000    .00000    .00000  -4.639225553653597       0.0    179703                
  0.202   0.077  0.0005  0.0015 -0.0003 -0.0002      42584.286            179704
   0.00074   0.00000    .00000    .00000    .00000    .00000              179705                
     4.753    -4.000  1030.447   957.700    53.353    71.700 0 0          179706                
       -0.4575177625   0.00386             0.00653   0.00780  0           179708                
ONSALA60  WETTZ13N  0823+033 2019 01 03 00 54  44.0000000000              179801                
   -2323226.24123524   0.00936    20800.8440624853   0.02875 0      I     179802                
   0.00126    .00000    .00000    .00000  -3.215563284447289       0.0    179803                
  0.290   0.087  0.0015  0.0035  0.0001  0.0001      42584.377            179804
   0.00102   0.00000    .00000    .00000    .00000    .00000              179805                
     4.700    -4.000  1030.445   957.719    52.036    71.777 0 0          179806                
       -0.4574636270   0.00930             0.04155   0.01765  0           179808                
ISHIOKA   KOKEE     2144+092 2019 01 03 00 54  44.0000000000              179901                
  -12761117.09333700   0.02133   904996.7600172961   0.01555 0      I     179902                
   0.00027    .00000    .00000    .00000  -4.361198726384267       0.0    179903                
  0.298   0.220  0.0009  0.0005 -0.0178  0.0005      18186.021            179904
   0.00000   0.07871    .00000    .00000    .00000    .00000              179905                
     6.010    20.864  1009.063   887.900    54.603    67.154 0 0          179906                
        0.1039248747   0.01086             0.01401   0.00350  0           179908                
ISHIOKA   SEJONG    2144+092 2019 01 03 00 54  44.0000000000              180001                
    3679372.06414495   0.01549   -56641.2241015954   0.01021 0      I     180002                
   0.00035    .00000    .00000    .00000   0.035945305249991       0.0    180003                
  0.298   0.702  0.0009 -0.0012 -0.0178  0.0165     -59982.592            180004
   0.00000   0.00000    .00000    .00000    .00000    .00000              180005                
     6.010    -4.045  1009.063  1005.600    54.603    55.306 0 0          180006                
        0.9417911779   0.06392             0.00654   0.00905  0           180008                
KOKEE     SEJONG    2144+092 2019 01 03 00 54  44.0000000000              180101                
   16440476.85209283   0.01829  -961638.2514066544   0.01334 0      I     180102                
   0.00031    .00000    .00000    .00000   5.278766112572931       0.0    180103                
  0.220   0.702  0.0005 -0.0012  0.0005  0.0165     -78168.613            180104
   0.07871   0.00000    .00000    .00000    .00000    .00000              180105                
    20.864    -4.045   887.900  1005.600    67.154    55.306 0 0          180106                
        0.7876249521   0.04774            -0.00373   0.00746  0           180108                
HART15M   ONSALA60  0727-115 2019 01 03 00 56  25.0000000000              180201                
   10653110.46125854   0.00636  -491052.9090301309   0.01955 0      I     180202                
   0.00185    .00000    .00000    .00000   3.542380288151306       0.0    180203                
  0.782   0.497 -0.0019  0.0054 -0.0007  0.0037     -65136.639            180204
   0.00000   0.00054    .00000    .00000    .00000    .00000              180205                
    17.619     4.700   864.981  1030.500    86.038    52.291 0 0          180206                
        1.1010117772   0.00630             0.00561   0.01195  0           180208                
HART15M   WETTZ13N  0727-115 2019 01 03 00 56  25.0000000000              180301                
    8050661.88568517   0.00405  -428064.8945389613   0.00900 0      I     180302                
   0.00246    .00000    .00000    .00000   4.853450764371789       0.0    180303                
  0.782   0.138 -0.0019  0.0093 -0.0007  0.0021     -22552.169            180304
   0.00000   0.00000    .00000    .00000    .00000    .00000              180305                
    17.619    -4.000   864.981   957.800    86.038    72.157 0 0          180306                
        0.5719674924   0.00369            -0.00169   0.00498  0           180308                
ONSALA60  WETTZ13N  0727-115 2019 01 03 00 56  25.0000000000              180401                
   -2602449.25645758   0.00341    62987.9315075808   0.01046 0      I     180402                
   0.00345    .00000    .00000    .00000  -1.924498208019372       0.0    180403                
  0.497   0.138  0.0054  0.0093  0.0037  0.0021      42584.469            180404
   0.00054   0.00000    .00000    .00000    .00000    .00000              180405                
     4.700    -4.000  1030.500   957.800    52.291    72.157 0 0          180406                
       -0.5358997228   0.00449            -0.01335   0.00884  0           180408                
KATH12M   YARRA12M  1034-293 2019 01 03 00 56  35.0000000000              180501                
   -7121265.31445224   0.07913  -182277.1039594783   0.11779 0      I     180502                
   0.00016    .00000    .00000    .00000  -5.943585396559298       0.1    180503                
  6.263   0.751 -0.0531  0.0078  0.0204 -0.0256    -154349.097            180504
   0.00000   0.00000    .00000    .00000    .00000    .00000              180505                
    31.662    21.425   993.182   982.375    60.273    50.000 0 0          180506                
       -0.1909563712   0.04211            -0.01095   0.02917  0           180508                
ISHIOKA   KOKEE     1954-388 2019 01 03 00 57  25.0000000000              180601                
   -7692893.38999431   0.05032   998230.6539489153   0.14530 0      I     180602                
   0.00023    .00000    .00000    .00000  -6.011598269742178       0.1    180603                
  1.139   0.464  0.2032  0.0094 -0.1440 -0.0029      18185.970            180604
   0.00000   0.08076    .00000    .00000    .00000    .00000              180605                
     6.244    20.800  1009.000   887.900    56.390    67.729 0 0          180606                
       -0.2392540674   0.03418            -0.08332   0.05458  0           180608                
ONSALA60  WETTZ13N  0229+131 2019 01 03 00 58  13.0000000000              180701                
     699305.75319806   0.01107   173731.3841960394   0.02102 0      I     180702                
   0.00083    .00000    .00000    .00000   2.417786215670934       0.0    180703                
  0.852   0.443 -0.0027 -0.0158  0.0440  0.0627      42584.569            180704
  -0.00242   0.00000    .00000    .00000    .00000    .00000              180705                
     4.700    -4.000  1030.500   957.800    52.970    72.470 0 0          180706                
       -0.3570842807   0.00826             0.01516   0.00901  0           180708                
KATH12M   SEJONG    1424-418 2019 01 03 00 58  38.0000000000              180801                
   13617940.14354078   0.02470  -167937.8850091379   0.07279 0      I     180802                
   0.00071    .00000    .00000    .00000   0.725680570956975       0.0    180803                
  1.127   1.066 -0.0017  0.0342  0.0003 -0.0157     -66636.626            180804
   0.00000   0.00000    .00000    .00000    .00000    .00000              180805                
    31.746    -3.900   993.211  1005.600    60.229    53.906 0 0          180806                
        1.2244607652   0.05535            -0.05003   0.03492  0           180808                
KATH12M   YARRA12M  1424-418 2019 01 03 00 58  38.0000000000              180901                
   -3718345.92413386   0.02542  -326691.8337715719   0.07490 0      I     180902                
   0.00069    .00000    .00000    .00000   0.142146239827736       0.0    180903                
  1.127   0.368 -0.0017  0.0015  0.0003 -0.0015    -154348.736            180904
   0.00000   0.00000    .00000    .00000    .00000    .00000              180905                
    31.746    21.532   993.211   982.300    60.229    50.000 0 0          180906                
       -0.0567480903   0.01603            -0.00502   0.02513  0           180908                
SEJONG    YARRA12M  1424-418 2019 01 03 00 58  38.0000000000              181001                
  -17336283.87675139   0.00918  -158754.0948700456   0.02652 0      I     181002                
   0.00124    .00000    .00000    .00000  -1.976316132297371       0.0    181003                
  1.066   0.368  0.0342  0.0015 -0.0157 -0.0015     -87712.110            181004
   0.00000   0.00000    .00000    .00000    .00000    .00000              181005                
    -3.900    21.532  1005.600   982.300    53.906    50.000 0 0          181006                
       -1.2570114381   0.03966             0.00666   0.02458  0           181008                
ISHIOKA   KOKEE     2059+034 2019 01 03 00 59  49.0000000000              181101                
  -10297118.24032515   0.01328  1112176.5832625048   0.01065 0      I     181102                
   0.00045    .00000    .00000    .00000  -0.971313905149071       0.0    181103                
