DATA IN NGS FORMAT FROM DATABASE 19MAY02XE_V005                                                 
         .8195346326    .01353        -.0062813167    .02148  0           203008                
KATH12M   KOKEE     1156+295 2019 05 03 10 26  12.0000000000              203101                
   -4516115.67134988    .04551  1433934.6092651890    .09272 0      I     203102                
    .00021    .00000    .00000    .00000  -4.407662098974553        0.    203103                
  1.736   0.531 -0.0014  0.0007 -0.0038  0.0003    -369881.312            203104
    .00000   -.02198    .00000    .00000    .00000    .00000              203105                
    31.300    14.500   996.600   887.000    44.554    93.309 0 0          203106                
       -3.6498402891    .01074        -.0124768247    .01563  0           203108                
KOKEE     YARRA12M  1156+295 2019 05 03 10 26  12.0000000000              203201                
   11451431.13903314    .03724 -1639577.3999124900    .07586 0      I     203202                
    .00026    .00000    .00000    .00000  -1.922663423186362        0.    203203                
  0.531   0.903  0.0007 -0.0326  0.0003 -0.0232     210278.091            203204
   -.02198    .00000    .00000    .00000    .00000    .00000              203205                
    14.500    19.228   887.000   983.000    93.309    26.296 0 0          203206                
       -3.9709487503    .01112        -.0128195483    .01582  0           203208                
ISHIOKA   NYALES20  0958+346 2019 05 03 10 27  33.0000000000              203301                
   10938045.79229954    .08861  -348226.1543828453    .02631 8      I     203302                
    .00004    .00000    .00000    .00000  -1.044115075392886        0.    203303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            203304
    .00000    .01662    .00000    .00000    .00000    .00000              203305                
    16.730    -3.493  1002.326  1005.693    95.804    68.207 0 0          203306                
        3.8235703691    .03750         .0638748896    .00762  0           203308                
KATH12M   YARRA12M  0458-020 2019 05 03 10 28   1.0000000000              203401                
   -4613666.31324983    .00842  -300215.3647889084    .00691 0      I     203402                
    .00072    .00000    .00000    .00000  -4.842831675841207        0.    203403                
  3.969   0.544 -0.0004 -0.0037  0.0439  0.0106    -159602.503            203404
    .00000    .00000    .00000    .00000    .00000    .00000              203405                
    31.300    19.030   996.614   983.000    44.400    26.630 0 0          203406                
       -7.8151067479    .01308         .0127637472    .00722  0           203408                
WETTZ13N  WETTZELL  0458-020 2019 05 03 10 28   1.0000000000              203501                
      -2516.77933717    .00524       13.0519672337    .00938 8      I     203502                
    .00171    .00000    .00000    .00000  -3.336937650075977        0.    203503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            203504
    .00000    .00749    .00000    .00000    .00000    .00000              203505                
     9.967     9.968   938.400   938.400    81.601    81.607 0 0          203506                
         .0000000000    .00000         .0000000000    .00000  0           203508                
MEDICINA  WETTZ13N  0458-020 2019 05 03 10 28   1.0000000000              203601                
     704404.78916263    .00435    80677.5631793000    .00695 0      I     203602                
    .00197    .00000    .00000    .00000   4.798984326389706        0.    203603                
  0.853   0.677  0.0015  0.0013  0.0023  0.0003      37403.132            203604
    .00000    .00000    .00000    .00000    .00000    .00000              203605                
    20.090     9.967  1006.979   938.400    46.731    81.601 0 0          203606                
       -6.4691568881    .00566         .0201093792    .00502  0           203608                
MEDICINA  WETTZELL  0458-020 2019 05 03 10 28   1.0000000000              203701                
     701888.00578446    .00151    80690.5481230294    .00271 0      I     203702                
    .00595    .00000    .00000    .00000   1.453224156254514        0.    203703                
  0.853   0.664  0.0015  0.0058  0.0023  0.0009      23449.777            203704
    .00000    .00749    .00000    .00000    .00000    .00000              203705                
    20.090     9.968  1006.979   938.400    46.731    81.607 0 0          203706                
       -6.0478322029    .00344         .0171177687    .00341  0           203708                
HART15M   KATH12M   0458-020 2019 05 03 10 28   1.0000000000              203801                
   11296948.36725636    .01206  2142894.2078012740    .02457 0      I     203802                
    .00079    .00000    .00000    .00000  -1.902751500348058        0.    203803                
  0.349   3.969 -0.0001 -0.0004 -0.0007  0.0439      11223.219            203804
    .00000    .00000    .00000    .00000    .00000    .00000              203805                
    22.516    31.300   867.084   996.614    44.688    44.400 0 0          203806                
        -.3417308421    .01182        -.0248338952    .01623  0           203808                
HART15M   YARRA12M  0458-020 2019 05 03 10 28   1.0000000000              203901                
    6683278.68108631    .01021  1842678.6812513040    .02080 0      I     203902                
    .00093    .00000    .00000    .00000    .139270982923967        0.    203903                
  0.349   0.544 -0.0001 -0.0037 -0.0007  0.0106    -148379.284            203904
    .00000    .00000    .00000    .00000    .00000    .00000              203905                
    22.516    19.030   867.084   983.000    44.688    26.630 0 0          203906                
       -8.1379944449    .00928        -.0272767425    .01274  0           203908                
HART15M   WETTZ13N  0458-020 2019 05 03 10 28   1.0000000000              204001                
    7553058.88301260    .01436   -19749.5941625906    .02926 0      I     204002                
    .00066    .00000    .00000    .00000   -.456937390089607        0.    204003                
  0.349   0.677 -0.0001  0.0013 -0.0007  0.0003     -14458.036            204004
    .00000    .00000    .00000    .00000    .00000    .00000              204005                
    22.516     9.967   867.084   938.400    44.688    81.601 0 0          204006                
       -3.2406940051    .00732         .0264888486    .01016  0           204008                
KATH12M   WETTZELL  0458-020 2019 05 03 10 28   1.0000000000              204101                
   -3746381.87829650    .00837 -2162626.3226589150    .01499 0      I     204102                
    .00107    .00000    .00000    .00000  -2.678210879715385        0.    204103                
  3.969   0.664 -0.0004  0.0058  0.0439  0.0009     -39634.609            204104
    .00000    .00749    .00000    .00000    .00000    .00000              204105                
    31.300     9.968   996.614   938.400    44.400    81.607 0 0          204106                
       -2.4638277096    .01180         .0365005420    .01421  0           204108                
HART15M   WETTZELL  0458-020 2019 05 03 10 28   1.0000000000              204201                
    7550542.09868549    .00482   -19736.4689183142    .00982 0      I     204202                
    .00198    .00000    .00000    .00000   2.613047056266672        0.    204203                
  0.349   0.664 -0.0001  0.0058 -0.0007  0.0009     -28411.390            204204
    .00000    .00749    .00000    .00000    .00000    .00000              204205                
    22.516     9.968   867.084   938.400    44.688    81.607 0 0          204206                
       -2.8198927018    .00450         .0201231750    .00618  0           204208                
HART15M   MEDICINA  0458-020 2019 05 03 10 28   1.0000000000              204301                
    6848653.53363026    .00389  -100426.9941299776    .00793 0      I     204302                
    .00247    .00000    .00000    .00000   3.978974123568934        0.    204303                
  0.349   0.853 -0.0001  0.0015 -0.0007  0.0023     -51861.167            204304
    .00000    .00000    .00000    .00000    .00000    .00000              204305                
    22.516    20.090   867.084  1006.979    44.688    46.731 0 0          204306                
        3.2693930942    .00457         .0063865776    .00518  0           204308                
KATH12M   WETTZ13N  0458-020 2019 05 03 10 28   1.0000000000              204401                
   -3743865.11052565    .01827 -2162639.3986730110    .01499 0      I     204402                
    .00033    .00000    .00000    .00000    .765326317735684        0.    204403                
  3.969   0.677 -0.0004  0.0013  0.0439  0.0003     -25681.254            204404
    .00000    .00000    .00000    .00000    .00000    .00000              204405                
    31.300     9.967   996.614   938.400    44.400    81.601 0 0          204406                
       -2.9084434305    .01314         .0325918812    .00729  0           204408                
WETTZ13N  YARRA12M  0458-020 2019 05 03 10 28   1.0000000000              204501                
    -869794.25341724    .01609  1862428.0615740800    .01321 0      I     204502                
    .00038    .00000    .00000    .00000  -4.096095154620657        0.    204503                
  0.677   0.544  0.0013 -0.0037  0.0003  0.0106    -133921.248            204504
    .00000    .00000    .00000    .00000    .00000    .00000              204505                
     9.967    19.030   938.400   983.000    81.601    26.630 0 0          204506                
       -4.9215735425    .01373        -.0293289639    .00760  0           204508                
WETTZELL  YARRA12M  0458-020 2019 05 03 10 28   1.0000000000              204601                
    -867277.48203065    .00739  1862415.1938519350    .01322 0      I     204602                
    .00121    .00000    .00000    .00000   -.787130483107518        0.    204603                
  0.664   0.544  0.0058 -0.0037  0.0009  0.0106    -119967.894            204604
    .00749    .00000    .00000    .00000    .00000    .00000              204605                
     9.968    19.030   938.400   983.000    81.607    26.630 0 0          204606                
       -5.3561281897    .01021        -.0426175434    .01229  0           204608                
MEDICINA  YARRA12M  0458-020 2019 05 03 10 28   1.0000000000              204701                
    -165388.17986874    .00598  1943105.8860720340    .00955 0      I     204702                
    .00143    .00000    .00000    .00000  -1.357489240862509        0.    204703                
  0.853   0.544  0.0015 -0.0037  0.0023  0.0106     -96518.117            204704
    .00000    .00000    .00000    .00000    .00000    .00000              204705                
    20.090    19.030  1006.979   983.000    46.731    26.630 0 0          204706                
      -11.3353120512    .00969        -.0235304786    .00858  0           204708                
KATH12M   MEDICINA  0458-020 2019 05 03 10 28   1.0000000000              204801                
   -4448269.51146652    .00647 -2243316.7093986130    .01033 0      I     204802                
    .00132    .00000    .00000    .00000  -4.557488878741321        0.    204803                
  3.969   0.853 -0.0004  0.0015  0.0439  0.0023     -63084.386            204804
    .00000    .00000    .00000    .00000    .00000    .00000              204805                
    31.300    20.090   996.614  1006.979    44.400    46.731 0 0          204806                
        3.5974767068    .01216         .0220699923    .01076  0           204808                
KATH12M   YARRA12M  0454-234 2019 05 03 10 31   2.0000000000              204901                
   -6190927.44090516    .01541  -266013.5984337172    .02460 0      I     204902                
    .00055    .00000    .00000    .00000   -.283152413682323        0.    204903                
  3.441   0.456  0.0030  0.0014  0.0308  0.0066    -159601.311            204904
    .00000    .00000    .00000    .00000    .00000    .00000              204905                
    31.300    19.257   996.707   983.000    44.414    26.743 0 0          204906                
       -7.7930630675    .00963        -.0030185607    .01042  0           204908                
WETTZ13N  WETTZELL  0454-234 2019 05 03 10 31   2.0000000000              205001                
      -2440.01834354    .01377       11.2870437861    .02713 8      I     205002                
    .00069    .00000    .00000    .00000  -4.041822861082041        0.    205003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            205004
    .00000    .00816    .00000    .00000    .00000    .00000              205005                
     9.762     9.790   938.410   938.410    80.696    80.716 0 0          205006                
         .0000000000    .00000         .0000000000    .00000  0           205008                
MEDICINA  WETTZ13N  0454-234 2019 05 03 10 31   2.0000000000              205101                
    1108951.18551124    .01087    72640.8784519684    .02471 0      I     205102                
    .00094    .00000    .00000    .00000   3.099736283369236        0.    205103                
  2.115   2.045  0.0144  0.0173  0.0121  0.0033      37403.283            205104
    .00000    .00000    .00000    .00000    .00000    .00000              205105                
    20.000     9.762  1006.813   938.410    48.616    80.696 0 0          205106                
       -6.5043068967    .00600         .0325630064    .00771  0           205108                
MEDICINA  WETTZELL  0454-234 2019 05 03 10 31   2.0000000000              205201                
    1106511.18108011    .00359    72652.2187733669    .00816 0      I     205202                
    .00284    .00000    .00000    .00000   -.909720382036745        0.    205203                
  2.115   2.000  0.0144  0.0722  0.0121  0.0063      23449.893            205204
    .00000    .00816    .00000    .00000    .00000    .00000              205205                
    20.000     9.790  1006.813   938.410    48.616    80.716 0 0          205206                
       -6.0830342551    .00330         .0340163482    .00418  0           205208                
HART15M   KATH12M   0454-234 2019 05 03 10 31   2.0000000000              205301                
   12692425.35260647    .02354  1942990.2092257520    .04796 0      I     205302                
    .00041    .00000    .00000    .00000   3.052138137838467        0.    205303                
  0.301   3.441  0.0000  0.0030 -0.0004  0.0308      11222.641            205304
    .00000    .00000    .00000    .00000    .00000    .00000              205305                
    22.600    31.300   867.000   996.707    44.041    44.414 0 0          205306                
        -.3539337887    .00706         .0088586403    .01005  0           205308                
HART15M   YARRA12M  0454-234 2019 05 03 10 31   2.0000000000              205401                
    6501494.53202345    .02027  1676976.3422060290    .04131 0      I     205402                
    .00047    .00000    .00000    .00000   4.324716881559599        0.    205403                
  0.301   0.456  0.0000  0.0014 -0.0004  0.0066    -148378.669            205404
    .00000    .00000    .00000    .00000    .00000    .00000              205405                
    22.600    19.257   867.000   983.000    44.041    26.743 0 0          205406                
       -8.1505670066    .00578         .0037668010    .00825  0           205408                
HART15M   WETTZ13N  0454-234 2019 05 03 10 31   2.0000000000              205501                
   16155002.93748476    .02486   -32503.3400914222    .05066 0      I     205502                
    .00038    .00000    .00000    .00000   2.095013222082203        0.    205503                
  0.301   2.045  0.0000  0.0173 -0.0004  0.0033     -14458.057            205504
    .00000    .00000    .00000    .00000    .00000    .00000              205505                
    22.600     9.762   867.000   938.410    44.041    80.696 0 0          205506                
       -2.8644540552    .00601         .0371225097    .00872  0           205508                
KATH12M   WETTZELL  0454-234 2019 05 03 10 31   2.0000000000              205601                
    3460162.63935652    .02861 -1975478.7957786510    .05634 0      I     205602                
    .00033    .00000    .00000    .00000   1.627095019606954        0.    205603                
  3.441   2.000  0.0030  0.0722  0.0308  0.0063     -39634.088            205604
    .00000    .00816    .00000    .00000    .00000    .00000              205605                
    31.300     9.790   996.707   938.410    44.414    80.716 0 0          205606                
       -2.0858695513    .00938         .0163544434    .01281  0           205608                
HART15M   WETTZELL  0454-234 2019 05 03 10 31   2.0000000000              205701                
   16152562.89573583    .00822   -32492.0756336265    .01676 0      I     205702                
    .00116    .00000    .00000    .00000  -1.854476778742355        0.    205703                
  0.301   2.000  0.0000  0.0722 -0.0004  0.0063     -28411.447            205704
    .00000    .00816    .00000    .00000    .00000    .00000              205705                
    22.600     9.790   867.000   938.410    44.041    80.716 0 0          205706                
       -2.4271096422    .00308         .0340166293    .00432  0           205708                
HART15M   MEDICINA  0454-234 2019 05 03 10 31   2.0000000000              205801                
   15046050.64404261    .00609  -105144.2551246303    .01384 0      I     205802                
    .00167    .00000    .00000    .00000   5.353067774353924        0.    205803                
  0.301   2.115  0.0000  0.0144 -0.0004  0.0121     -51861.340            205804
    .00000    .00000    .00000    .00000    .00000    .00000              205805                
    22.600    20.000   867.000  1006.813    44.041    48.616 0 0          205806                
        3.6913138030    .00304        -.0038820700    .00392  0           205808                
KATH12M   WETTZ13N  0454-234 2019 05 03 10 31   2.0000000000              205901                
    3462602.73207799    .08026 -1975489.9745665150    .12479 2      I     205902                
    .00010    .00000    .00000    .00000   -.851868067623763        0.    205903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            205904
    .00000    .00000    .00000    .00000    .00000    .00000              205905                
    31.300     9.762   996.707   938.410    44.414    80.696 0 0          205906                
       -2.5006184101    .01687         .0177079343    .01901  0           205908                
WETTZ13N  YARRA12M  0454-234 2019 05 03 10 31   2.0000000000              206001                
   -9653536.12496665    .05088  1709479.7113842740    .07708 0      I     206002                
    .00016    .00000    .00000    .00000   2.215234838433050        0.    206003                
  2.045   0.456  0.0173  0.0014  0.0033  0.0066    -133920.613            206004
    .00000    .00000    .00000    .00000    .00000    .00000              206005                
     9.762    19.257   938.410   983.000    80.696    26.743 0 0          206006                
       -5.2817117799    .01549        -.0805292715    .01636  0           206008                
WETTZELL  YARRA12M  0454-234 2019 05 03 10 31   2.0000000000              206101                
   -9651096.02153750    .02390  1709468.5774975890    .04869 0      I     206102                
    .00040    .00000    .00000    .00000   -.350260078410685        0.    206103                
  2.000   0.456  0.0722  0.0014  0.0063  0.0066    -119967.223            206104
    .00816    .00000    .00000    .00000    .00000    .00000              206105                
     9.790    19.257   938.410   983.000    80.716    26.743 0 0          206106                
       -5.7093207403    .00856        -.0312021830    .01204  0           206108                
MEDICINA  YARRA12M  0454-234 2019 05 03 10 31   2.0000000000              206201                
   -8544582.93022365    .01846  1782120.8359767850    .04196 0      I     206202                
    .00055    .00000    .00000    .00000  -4.477529064908346        0.    206203                
  2.115   0.456  0.0144  0.0014  0.0121  0.0066     -96517.330            206204
    .00000    .00000    .00000    .00000    .00000    .00000              206205                
    20.000    19.257  1006.813   983.000    48.616    26.743 0 0          206206                
      -11.7696314830    .00811         .0176251348    .01055  0           206208                
KATH12M   MEDICINA  0454-234 2019 05 03 10 31   2.0000000000              206301                
    2353651.31646283    .02096 -2048130.9072654170    .04762 0      I     206302                
    .00049    .00000    .00000    .00000   6.119954305014232        0.    206303                
  3.441   2.115  0.0030  0.0144  0.0308  0.0121     -63083.981            206304
    .00000    .00000    .00000    .00000    .00000    .00000              206305                
    31.300    20.000   996.707  1006.813    44.414    48.616 0 0          206306                
        4.0332718948    .01031         .0218074657    .01332  0           206308                
KOKEE     WARK12M   1145-071 2019 05 03 10 32  37.0000000000              206401                
   -4553409.07616036    .03939  -604971.1760478745    .06465 0      I     206402                
    .00022    .00000    .00000    .00000  -3.578716191748238        0.    206403                
  0.711   0.304 -0.0022 -0.0025  0.0007 -0.0009     140784.885            206404
   -.01976    .00000    .00000    .00000    .00000    .00000              206405                
    14.507    10.497   887.000  1017.000    93.400    97.249 0 0          206406                
         .6434904229    .01530         .0328626924    .01726  0           206408                
FORTLEZA  HART15M   0347-211 2019 05 03 10 33  59.0000000000              206501                
  -15782453.58711607    .06545  1168604.3531996070    .03581 0      I     206502                
    .00008    .00000    .00000    .00000  -5.229156215154718        0.    206503                
  2.903   0.276 -0.0239 -0.0000  0.0882 -0.0001      16767.767            206504
    .01368    .00000    .00000    .00000    .00000    .00000              206505                
    26.581    22.698  1009.033   867.000    78.129    44.491 0 0          206506                
        -.2334394721    .01803        -.0372296532    .00693  0           206508                
ISHIOKA   YARRA12M  0804+499 2019 05 03 10 36  15.0000000000              206601                
   14452721.36693349    .02000  -299835.1085233556    .00591 0      I     206602                
    .00018    .00000    .00000    .00000   4.389282559027480        0.    206603                
  0.508   1.569 -0.0009 -0.1327 -0.0000  0.0134      47121.935            206604
    .00000    .00000    .00000    .00000    .00000    .00000              206605                
    16.689    19.409  1002.400   983.045    96.191    26.682 0 0          206606                
      -11.6666293757    .02016         .0185800638    .00401  0           206608                
FORTLEZA  HART15M   0104-408 2019 05 03 10 38   8.0000000000              206701                
   -4239223.64232771    .03111  1224221.6863682130    .06126 0      I     206702                
    .00030    .00000    .00000    .00000  -3.482978213720980        0.    206703                
  1.050   0.311 -0.0055  0.0001  0.0057  0.0003      16767.570            206704
    .00943    .00000    .00000    .00000    .00000    .00000              206705                
    26.590    22.937  1009.061   866.981    78.015    45.625 0 0          206706                
         .1094867549    .01780        -.0307559211    .02380  0           206708                
WETTZ13N  WETTZELL  1623+578 2019 05 03 10 38  50.0000000000              206801                
      -3169.15069720    .01516       -4.6516009951    .00450 8      I     206802                
    .00024    .00000    .00000    .00000  -4.745308847251377        0.    206803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            206804
    .00000    .01031    .00000    .00000    .00000    .00000              206805                
     9.600     9.801   938.467   938.466    81.267    81.398 0 0          206806                
         .0000000000    .00000         .0000000000    .00000  0           206808                
MEDICINA  WETTZ13N  1623+578 2019 05 03 10 38  50.0000000000              206901                
   -1451917.44456991    .02062   -36899.5116308176    .00618 0      I     206902                
    .00018    .00000    .00000    .00000   1.751690345416038        0.    206903                
  1.460   0.825 -0.0070 -0.0034 -0.0018 -0.0004      37403.676            206904
    .00000    .00000    .00000    .00000    .00000    .00000              206905                
    20.000     9.600  1006.969   938.467    48.018    81.267 0 0          206906                
       -6.5312193568    .01215         .0010200296    .00205  0           206908                
MEDICINA  WETTZELL  1623+578 2019 05 03 10 38  50.0000000000              207001                
   -1455086.60031034    .00720   -36904.1729488624    .00216 0      I     207002                
    .00051    .00000    .00000    .00000  -2.971021713144071        0.    207003                
  1.460   0.843 -0.0070 -0.0138 -0.0018 -0.0006      23450.193            207004
    .00000    .01031    .00000    .00000    .00000    .00000              207005                
    20.000     9.801  1006.969   938.466    48.018    81.398 0 0          207006                
       -6.1142374227    .00791         .0010741034    .00132  0           207008                
NYALES20  WETTZELL  1623+578 2019 05 03 10 38  50.0000000000              207101                
    8686353.67725062    .01790   204541.9324417951    .00531 0      I     207102                
    .00020    .00000    .00000    .00000   3.761549923749339        0.    207103                
  0.143   0.843  0.0009 -0.0138  0.0015 -0.0006     888639.258            207104
    .07410    .01031    .00000    .00000    .00000    .00000              207105                
    -3.400     9.801  1005.600   938.466    68.407    81.398 0 0          207106                
        1.2485754611    .01989        -.0666589724    .00398  0           207108                
NYALES20  WETTZ13N  1623+578 2019 05 03 10 38  50.0000000000              207201                
    8689522.75818727    .05202   204546.5878529730    .01544 0      I     207202                
    .00007    .00000    .00000    .00000   2.182752395775408        0.    207203                
  0.143   0.825  0.0009 -0.0034  0.0015 -0.0004     902592.740            207204
    .07410    .00000    .00000    .00000    .00000    .00000              207205                
    -3.400     9.600  1005.600   938.467    68.407    81.267 0 0          207206                
         .7733506882    .03337        -.0654290747    .00671  0           207208                
MEDICINA  NYALES20  1623+578 2019 05 03 10 38  50.0000000000              207301                
  -10141438.19179072    .01655  -241446.2902831596    .00496 0      I     207302                
    .00022    .00000    .00000    .00000  -4.391747580932458        0.    207303                
  1.460   0.143 -0.0070  0.0009 -0.0018  0.0015    -865189.065            207304
    .00000    .07410    .00000    .00000    .00000    .00000              207305                
    20.000    -3.400  1006.969  1005.600    48.018    68.407 0 0          207306                
       -7.3122413333    .02080         .0654905758    .00347  0           207308                
FORTLEZA  HART15M   2255-282 2019 05 03 10 40  47.0000000000              207401                
    7722643.62137475    .01171  1158213.3957782940    .02387 0      I     207402                
    .00082    .00000    .00000    .00000    .343349641435120        0.    207403                
  0.762   0.496 -0.0020  0.0003  0.0002  0.0015      16767.445            207404
    .01443    .00000    .00000    .00000    .00000    .00000              207405                
    26.590    23.117  1009.080   866.900    77.950    45.404 0 0          207406                
         .2607242164    .01028        -.0248885894    .01413  0           207408                
ISHIOKA   YARRA12M  0955+476 2019 05 03 10 41   1.0000000000              207501                
   15880719.37478934    .01674  -381999.6308022817    .01978 0      I     207502                
    .00044    .00000    .00000    .00000   -.214952886196542        0.    207503                
  0.448   1.327 -0.0005 -0.0962 -0.0000 -0.0098      47122.734            207504
    .00000    .00000    .00000    .00000    .00000    .00000              207505                
    16.276    19.215  1002.400   983.128    96.491    27.070 0 0          207506                
      -11.6432608420    .01624         .0095563181    .01293  0           207508                
ISHIOKA   KOKEE     0955+476 2019 05 03 10 41   1.0000000000              207601                
   10562371.67143973    .01491   754408.0093623714    .01761 0      I     207602                
    .00049    .00000    .00000    .00000    .070338686664251        0.    207603                
  0.448   0.938 -0.0005  0.0053 -0.0000  0.0009    -163157.999            207604
    .00000   -.01886    .00000    .00000    .00000    .00000              207605                
    16.276    14.600  1002.400   886.983    96.491    93.400 0 0          207606                
       -7.6222034285    .00711         .0054123802    .00573  0           207608                
KOKEE     YARRA12M  0955+476 2019 05 03 10 41   1.0000000000              207701                
    5318359.71139978    .02849 -1136407.2109990790    .03367 0      I     207702                
    .00026    .00000    .00000    .00000   1.078981380121285        0.    207703                
  0.938   1.327  0.0053 -0.0962  0.0009 -0.0098     210280.733            207704
   -.01886    .00000    .00000    .00000    .00000    .00000              207705                
    14.600    19.215   886.983   983.128    93.400    27.070 0 0          207706                
       -4.0062833708    .01083        -.0218337659    .00880  0           207708                
WARK12M   YARRA12M  0727-115 2019 05 03 10 43  30.0000000000              207801                
  -14252820.25798065    .01191  -665969.7599105113    .02513 0      I     207802                
    .00082    .00000    .00000    .00000  -2.678638317070343        0.    207803                
  1.231   0.350  0.0100 -0.0017 -0.0463  0.0016      69500.947            207804
    .00000    .00000    .00000    .00000    .00000    .00000              207805                
    10.800    18.973  1017.100   983.200    97.900    27.527 0 0          207806                
       -4.9248523838    .01335         .0253894896    .01897  0           207808                
KATH12M   WARK12M   0727-115 2019 05 03 10 43  30.0000000000              207901                
   11818684.00683454    .01270   245536.7117870300    .02778 0      I     207902                
    .00079    .00000    .00000    .00000   2.064095786039146        0.    207903                
  1.365   1.231  0.0000  0.0100  0.0036 -0.0463    -229097.331            207904
    .00000    .00000    .00000    .00000    .00000    .00000              207905                
    31.276    10.800   996.900  1017.100    44.824    97.900 0 0          207906                
       -2.8002679852    .01452        -.0353655751    .02138  0           207908                
KATH12M   YARRA12M  0727-115 2019 05 03 10 43  30.0000000000              208001                
   -2434144.19057702    .00905  -420432.2599086145    .01843 0      I     208002                
    .00106    .00000    .00000    .00000   -.296284061543340        0.    208003                
  1.365   0.350  0.0000 -0.0017  0.0036  0.0016    -159596.384            208004
    .00000    .00000    .00000    .00000    .00000    .00000              208005                
    31.276    18.973   996.900   983.200    44.824    27.527 0 0          208006                
       -7.7615158022    .00990        -.0063642336    .01358  0           208008                
HART15M   KATH12M   0727-115 2019 05 03 10 43  30.0000000000              208101                
   -5898941.78685165    .01008  2191615.9872975470    .02053 0      I     208102                
    .00095    .00000    .00000    .00000  -2.836704917249816        0.    208103                
  0.560   1.365 -0.0000  0.0000 -0.0019  0.0036      11220.253            208104
    .00000    .00000    .00000    .00000    .00000    .00000              208105                
    23.200    31.276   866.900   996.900    45.140    44.824 0 0          208106                
        -.5652751075    .00869        -.0201530755    .01194  0           208108                
HART15M   YARRA12M  0727-115 2019 05 03 10 43  30.0000000000              208201                
   -8333083.48227704    .00804  1771182.7215143500    .01638 0      I     208202                
    .00119    .00000    .00000    .00000   -.508712037999892        0.    208203                
  0.560   0.350 -0.0000 -0.0017 -0.0019  0.0016    -148376.131            208204
    .00000    .00000    .00000    .00000    .00000    .00000              208205                
    23.200    18.973   866.900   983.200    45.140    27.527 0 0          208206                
       -8.3213503085    .00654        -.0209967953    .00899  0           208208                
HART15M   WARK12M   0727-115 2019 05 03 10 43  30.0000000000              208301                
    5919740.78128557    .01195  2437153.6415127140    .02616 8      I     208302                
    .00083    .00000    .00000    .00000   6.026402249609711        0.    208303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            208304
    .00000    .00000    .00000    .00000    .00000    .00000              208305                
    23.200    10.800   866.900  1017.100    45.140    97.900 0 0          208306                
         .0000000000    .00000         .0000000000    .00000  0           208308                
WARK12M   YARRA12M  0823+033 2019 05 03 10 45  14.0000000000              208401                
  -12552558.28790439    .03726  -916426.3736651058    .02935 0      I     208402                
    .00016    .00000    .00000    .00000  -5.491789172375062        0.    208403                
  1.060   0.378 -0.0182 -0.0039 -0.0328  0.0009      69501.998            208404
    .00000    .00000    .00000    .00000    .00000    .00000              208405                
    10.781    18.875  1017.100   983.213    97.919    27.663 0 0          208406                
       -4.9927194493    .01489         .0082334087    .00805  0           208408                
KATH12M   WARK12M   0823+033 2019 05 03 10 45  14.0000000000              208501                
   12791614.15443837    .03139   474849.9018669368    .02440 0      I     208502                
    .00019    .00000    .00000    .00000   2.121143226591679        0.    208503                
  1.239   1.060 -0.0004 -0.0182  0.0022 -0.0328    -229097.697            208504
    .00000    .00000    .00000    .00000    .00000    .00000              208505                
    31.200    10.781   996.908  1017.100    44.930    97.919 0 0          208506                
       -2.7663235457    .01691        -.0230067502    .00893  0           208508                
KATH12M   YARRA12M  0823+033 2019 05 03 10 45  14.0000000000              208601                
     239044.04494499    .04214  -441576.0370738331    .03276 0      I     208602                
    .00014    .00000    .00000    .00000  -2.039486313354051        0.    208603                
  1.239   0.378 -0.0004 -0.0039  0.0022  0.0009    -159595.699            208604
    .00000    .00000    .00000    .00000    .00000    .00000              208605                
    31.200    18.875   996.908   983.213    44.930    27.663 0 0          208606                
       -7.7227218101    .01404         .0041551082    .00756  0           208608                
HART15M   KATH12M   0823+033 2019 05 03 10 45  14.0000000000              208701                
  -14010179.81185834    .05527  2057337.2040319560    .10885 0      I     208702                
    .00017    .00000    .00000    .00000   -.259901968746252        0.    208703                
  1.462   1.239 -0.0015 -0.0004 -0.0138  0.0022      11219.921            208704
    .00000    .00000    .00000    .00000    .00000    .00000              208705                
    23.200    31.200   866.886   996.908    43.439    44.930 0 0          208706                
        -.7660453071    .01878        -.0320398587    .02561  0           208708                
HART15M   YARRA12M  0823+033 2019 05 03 10 45  14.0000000000              208801                
  -13771129.50070894    .05738  1615760.0779227240    .11301 0      I     208802                
    .00016    .00000    .00000    .00000  -3.815515953762596        0.    208803                
  1.462   0.378 -0.0015 -0.0039 -0.0138  0.0009    -148375.778            208804
    .00000    .00000    .00000    .00000    .00000    .00000              208805                
    23.200    18.875   866.886   983.213    43.439    27.663 0 0          208806                
       -8.4870779412    .01356         .0050213882    .01907  0           208808                
HART15M   WARK12M   0823+033 2019 05 03 10 45  14.0000000000              208901                
   -1218572.38152625    .05710  2532188.9324483500    .11245 0      I     208902                
    .00016    .00000    .00000    .00000  -2.434742562331469        0.    208903                
  1.462   1.060 -0.0015 -0.0182 -0.0138 -0.0328    -217877.776            208904
